m_row$$,awg_id,aufwandbedingung,sortier_nr,m_aufwand,m_aufwand_einheit,w_aufwand_von,w_aufwand_bis,w_aufwand_einheit
AAAxbuAAEAAAAPTACH,00B059-00/00-018, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTACI,00B059-00/00-019, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTACJ,00B059-00/00-020, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTACK,00B059-00/00-021, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPUAAA,00B059-00/00-022, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPUAAB,00B059-00/00-023, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPUAAC,027692-00/00-001, ,1,0.45,KH,200.0,1000.0,LH
AAAxbuAAEAAAAPUAAD,006470-00/00-001,ZTP1,1,2.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAPUAAE,006470-00/00-001,ZTP2,2,1.5,LH,200.0,300.0,LH
AAAxbuAAEAAAAPUAAF,006470-00/00-001,ZTP3,3,1.5,LH,200.0,300.0,LH
AAAxbuAAEAAAAPUAAG,006470-00/00-002,ZTP1,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAPUAAH,006470-00/00-002,ZTP2,2,2.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAPUAAI,006470-00/00-002,ZTP3,3,2.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAPUAAJ,024193-00/00-001, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAAAPUAAK,007818-00/00-001, ,0,1.2,LH,200.0,400.0,LH
AAAxbuAAEAAAAPUAAL,007818-00/00-002, ,0,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPUAAM,00B158-00/00-001, ,1,0.02,KH,200.0,400.0,LH
AAAxbuAAEAAAAPUAAN,00B158-00/00-002, ,1,0.025,KH,200.0,400.0,LH
AAAxbuAAEAAAAPUAAO,00B158-00/00-003, ,1,0.02,KH,200.0,400.0,LH
AAAxbuAAEAAAAPUAAP,00B070-00/00-001, ,1,0.6,LH,200.0,300.0,LH
AAAxbuAAEAAAAPUAAQ,00B070-00/00-002, ,1,0.6,LH,200.0,300.0,LH
AAAxbuAAEAAAAPUAAR,00B070-00/00-003, ,1,0.6,LH,200.0,400.0,LH
AAAxbuAAEAAAAPUAAS,005866-00/04-001, ,1,0.35,LH,200.0,400.0,LH
AAAxbuAAEAAAAPUAAT,00A972-00/00-016, ,1,0.7,LH,150.0,400.0,LH
AAAxbuAAEAAAAPUAAU,00A972-00/00-018, ,1,0.8,LH,150.0,400.0,LH
AAAxbuAAEAAAAPUAAV,00A972-00/00-019, ,1,0.6,LH,150.0,400.0,LH
AAAxbuAAEAAAAPUAAW,00A972-00/00-020, ,1,0.8,LH,150.0,400.0,LH
AAAxbuAAEAAAAPUAAX,033366-00/00-001, ,1,5.0,Y3,,,
AAAxbuAAEAAAAPUAAY,033366-00/00-002, ,1,5.0,Y3,,,
AAAxbuAAEAAAAPUAAZ,033366-00/00-003, ,1,5.0,Y3,,,
AAAxbuAAEAAAAPUAAa,033366-00/00-004, ,1,5.0,Y3,,,
AAAxbuAAEAAAAPUAAb,033366-00/00-005, ,1,5.0,Y3,,,
AAAxbuAAEAAAAPUAAc,033366-00/00-006, ,1,5.0,Y3,,,
AAAxbuAAEAAAAPUAAd,033366-00/00-007, ,1,5.0,Y3,,,
AAAxbuAAEAAAAPUAAe,033366-00/00-008, ,1,5.0,Y3,,,
AAAxbuAAEAAAAPUAAf,033366-00/00-009, ,1,5.0,Y3,,,
AAAxbuAAEAAAAPUAAg,033366-00/00-010, ,1,5.0,Y3,,,
AAAxbuAAEAAAAPUAAh,025855-00/00-001, ,1,0.625,L5,500.0,500.0,L5
AAAxbuAAEAAAAPUAAi,025855-00/00-002,GR050,1,1.25,LH,1000.0,1000.0,LH
AAAxbuAAEAAAAPUAAj,025855-00/00-002,GR052,2,1.87,LH,1500.0,1500.0,LH
AAAxbuAAEAAAAPUAAk,025855-00/00-002,GR125,3,2.5,LH,2000.0,2000.0,LH
AAAxbuAAEAAAAPUAAl,025855-00/00-005, ,1,1.5,LH,1000.0,1000.0,LH
AAAxbuAAEAAAAPUAAm,025855-00/01-001,GR050,1,0.625,LH,600.0,600.0,LH
AAAxbuAAEAAAAPUAAn,025855-00/01-001,GR052,2,0.9375,LH,900.0,900.0,LH
AAAxbuAAEAAAAPUAAo,025855-00/01-001,GR125,3,1.25,LH,1200.0,1200.0,LH
AAAxbuAAEAAAAPUAAp,00A214-00/00-001,GR050,1,0.15,KH,500.0,500.0,LH
AAAxbuAAEAAAAPUAAq,00A214-00/00-001,GR052,2,0.225,KH,750.0,750.0,LH
AAAxbuAAEAAAAPUAAr,00A214-00/00-001,GR125,3,0.3,KH,1000.0,1000.0,LH
AAAxbuAAEAAAAPUAAs,00A214-00/00-002,GR050,1,0.15,KH,500.0,500.0,LH
AAAxbuAAEAAAAPUAAt,00A214-00/00-002,GR052,2,0.225,KH,750.0,750.0,LH
AAAxbuAAEAAAAPUAAu,00A214-00/00-002,GR125,3,0.3,KH,1000.0,1000.0,LH
AAAxbuAAEAAAAPUAAv,006977-00/00-001, ,1,37.5,GH,1000.0,1000.0,LH
AAAxbuAAEAAAAPUAAw,006977-00/02-001, ,1,50.0,GH,1000.0,1000.0,LH
AAAxbuAAEAAAAPUAAx,00A541-00/00-001, ,1,60.0,LH,200.0,3000.0,LH
AAAxbuAAEAAAAPUAAy,00A541-00/00-002, ,1,60.0,LH,200.0,3000.0,LH
AAAxbuAAEAAAAPUAAz,00A541-00/00-003, ,1,60.0,LH,200.0,3000.0,LH
AAAxbuAAEAAAAPUAA0,00B244-00/00-001, ,1,0.8,LH,200.0,300.0,LH
AAAxbuAAEAAAAPUAA1,00B244-00/00-002, ,1,0.8,LH,200.0,300.0,LH
AAAxbuAAEAAAAPUAA2,00B244-00/00-003, ,1,0.8,LH,200.0,300.0,LH
AAAxbuAAEAAAAPUAA3,00B244-00/00-004, ,1,0.8,LH,200.0,300.0,LH
AAAxbuAAEAAAAPUAA4,00B244-00/00-005, ,1,0.8,LH,200.0,300.0,LH
AAAxbuAAEAAAAPUAA5,00B244-00/00-006, ,1,0.8,LH,200.0,300.0,LH
AAAxbuAAEAAAAPUAA6,00B244-00/00-007, ,1,0.8,LH,200.0,300.0,LH
AAAxbuAAEAAAAPUAA7,005879-00/00-001,BTZ,1,16.0,TH,800.0,800.0,LH
AAAxbuAAEAAAAPUAA8,00A998-00/00-001, ,1,5.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPUAA9,00A998-00/00-002, ,1,3.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPUAA+,00A998-00/00-003, ,1,5.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPUAA/,00B101-00/00-001, ,1,0.15,LH,200.0,600.0,LH
AAAxbuAAEAAAAPUABA,00B101-00/00-002, ,1,0.15,LH,200.0,600.0,LH
AAAxbuAAEAAAAPUABB,00B101-00/00-004, ,1,0.15,LH,300.0,1000.0,LH
AAAxbuAAEAAAAPUABC,00B101-00/00-005, ,1,0.15,LH,300.0,1000.0,LH
AAAxbuAAEAAADcxABr,043743-62/00-024,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcxABs,043743-63/00-024,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcxABt,043743-64/00-024,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcxABu,043743-65/00-024,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcxABv,043743-66/00-024,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcxABw,043743-67/00-024,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcxABx,043743-68/00-024,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcxABy,043743-69/00-024,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcxABz,043743-61/00-025,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcxAB0,043743-62/00-025,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcxAB1,043743-63/00-025,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcxAB2,043743-64/00-025,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcxAB3,043743-65/00-025,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcxAB4,043743-66/00-025,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcxAB5,043743-67/00-025,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcxAB6,043743-68/00-025,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcxAB7,043743-69/00-025,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcxAB8,043743-61/00-025,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcxAB9,043743-62/00-025,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcxAB+,043743-63/00-025,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcxAB/,043743-64/00-025,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcxACA,043743-65/00-025,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcxACB,043743-66/00-025,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcxACC,043743-67/00-025,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcxACD,043743-68/00-025,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcxACE,043743-69/00-025,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcyAAA,043743-61/00-025,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAAB,043743-62/00-025,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAAC,043743-63/00-025,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAAD,043743-64/00-025,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAAE,043743-65/00-025,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAAF,043743-66/00-025,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAAG,043743-67/00-025,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAAH,043743-68/00-025,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAAI,043743-69/00-025,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAAJ,043743-61/00-026,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADcyAAK,043743-62/00-026,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADcyAAL,043743-63/00-026,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADcyAAM,043743-64/00-026,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADcyAAN,043743-65/00-026,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADcyAAO,043743-66/00-026,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADcyAAP,043743-67/00-026,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADcyAAQ,043743-68/00-026,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADcyAAR,043743-69/00-026,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADcyAAS,043743-61/00-026,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcyAAT,043743-62/00-026,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcyAAU,043743-63/00-026,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcyAAV,043743-64/00-026,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcyAAW,043743-65/00-026,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcyAAX,043743-66/00-026,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcyAAY,043743-67/00-026,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcyAAZ,043743-68/00-026,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcyAAa,043743-69/00-026,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADcyAAb,043743-61/00-026,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADcyAAc,043743-62/00-026,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADcyAAd,043743-63/00-026,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADcyAAe,043743-64/00-026,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADcyAAf,043743-65/00-026,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADcyAAg,043743-66/00-026,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADcyAAh,043743-67/00-026,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADcyAAi,043743-68/00-026,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADcyAAj,043743-69/00-026,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADcyAAk,043743-61/00-027,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcyAAl,043743-62/00-027,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcyAAm,043743-63/00-027,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcyAAn,043743-64/00-027,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcyAAo,043743-65/00-027,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcyAAp,043743-66/00-027,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcyAAq,043743-67/00-027,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcyAAr,043743-68/00-027,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcyAAs,043743-69/00-027,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADcyAAt,043743-61/00-027,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcyAAu,043743-62/00-027,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcyAAv,043743-63/00-027,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcyAAw,043743-64/00-027,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcyAAx,043743-65/00-027,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcyAAy,043743-66/00-027,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcyAAz,043743-67/00-027,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcyAA0,043743-68/00-027,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcyAA1,043743-69/00-027,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADcyAA2,043743-61/00-027,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAA3,043743-62/00-027,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAA4,043743-63/00-027,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAA5,043743-64/00-027,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAA6,043743-65/00-027,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAA7,043743-66/00-027,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAA8,043743-67/00-027,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAA9,043743-68/00-027,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAA+,043743-69/00-027,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADcyAA/,043743-61/00-028,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADcyABA,043743-62/00-028,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADcyABB,043743-63/00-028,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAAC8DAB1,024436-67/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DAB2,024436-68/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DAB3,024436-69/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DAB4,024436-70/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DAB5,024436-74/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DAB6,024436-75/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DAB7,024436-76/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DAB8,024436-77/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DAB9,024436-78/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DAB+,024436-79/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DAB/,024436-80/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACA,024436-81/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACB,024436-82/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACC,024436-83/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACD,024436-84/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACE,024436-85/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACF,024436-86/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACG,024436-87/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACH,024436-88/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACI,024436-89/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACJ,024436-90/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACK,024436-91/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACL,024436-92/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACM,024436-93/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACN,024436-94/00-028, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACO,024436-63/00-029, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACP,024436-64/00-029, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACQ,024436-65/00-029, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8DACR,024436-66/00-029, ,0,0.3,CQ,50.0,80.0,CQ
AAAxbuAAEAAAC8EAAA,024785-60/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAB,024785-62/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAC,024785-63/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAD,024785-64/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAE,024785-65/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAF,024785-66/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAG,024785-67/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAH,024785-68/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAI,024785-69/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAJ,024785-70/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAK,024785-71/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAL,024785-72/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAM,024785-73/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAN,024785-74/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAO,024785-75/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAP,024785-76/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAQ,024785-77/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAR,024785-78/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAS,024785-79/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAT,024785-80/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAU,024785-81/02-009, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAV,024785-60/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAW,024785-62/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAX,024785-63/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAY,024785-64/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAZ,024785-65/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAa,024785-66/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAb,024785-67/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAc,024785-68/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAd,024785-69/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAe,024785-70/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAf,024785-71/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAg,024785-72/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAh,024785-73/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAi,024785-74/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAj,024785-75/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAk,024785-76/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAl,024785-77/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAm,024785-78/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAn,024785-79/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAo,024785-80/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAp,024785-81/02-010, ,1,60.0,CQ,,,
AAAxbuAAEAAAC8EAAq,024785-60/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAAr,024785-62/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAAs,024785-63/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAAt,024785-64/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAAu,024785-65/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAAv,024785-66/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAAw,024785-67/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAAx,024785-68/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAAy,024785-69/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAAz,024785-70/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAA0,024785-71/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAA1,024785-72/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAA2,024785-73/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAA3,024785-74/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAA4,024785-75/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAA5,024785-76/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAA6,024785-77/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAA7,024785-78/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAA8,024785-79/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAA9,024785-80/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAA+,024785-81/02-011, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EAA/,024785-60/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABA,024785-62/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABB,024785-63/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABC,024785-64/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABD,024785-65/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABE,024785-66/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABF,024785-67/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABG,024785-68/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABH,024785-69/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABI,024785-70/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABJ,024785-71/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABK,024785-72/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABL,024785-73/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABM,024785-74/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABN,024785-75/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABO,024785-76/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABP,024785-77/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABQ,024785-78/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABR,024785-79/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABS,024785-80/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABT,024785-81/02-012, ,1,35.0,C5,,,
AAAxbuAAEAAAC8EABU,024785-60/02-013, ,1,50.0,C5,,,
AAAxbuAAEAAAC8EABV,024785-62/02-013, ,1,50.0,C5,,,
AAAxbuAAEAAAC8EABW,024785-63/02-013, ,1,50.0,C5,,,
AAAxbuAAEAAAC8EABX,024785-64/02-013, ,1,50.0,C5,,,
AAAxbuAAEAAAC8EABY,024785-65/02-013, ,1,50.0,C5,,,
AAAxbuAAEAAAC8EABZ,024785-66/02-013, ,1,50.0,C5,,,
AAAxbuAAEAAAC8EABa,024785-67/02-013, ,1,50.0,C5,,,
AAAxbuAAEAAAC8EABb,024785-68/02-013, ,1,50.0,C5,,,
AAAxbuAAEAAAC8EABc,024785-69/02-013, ,1,50.0,C5,,,
AAAxbuAAEAAAC8EABd,024785-70/02-013, ,1,50.0,C5,,,
AAAxbuAAEAAAC8EABe,024785-71/02-013, ,1,50.0,C5,,,
AAAxbuAAEAAAC8EABf,024785-72/02-013, ,1,50.0,C5,,,
