m_row$$,kennr,versuchsbez,zul_erstmalig_am,mittelname,formulierung_art,zul_ende,mittel_mit_geringem_risiko
AAAxdIAAEAAAA05AAN,024426-63,10061-13360-I-0-WG,2017-09-19T22:00:00Z,Xentari BuchsbaumzünslerFrei,WG,2026-04-29T22:00:00Z,
AAAxdIAAEAAAA05AAO,007825-62,DEO-01071-M-0-RB,2017-09-19T22:00:00Z,Protect MaXX Schneckenkorn,RB,2027-08-30T22:00:00Z,
AAAxdIAAEAAAA05AAP,007028-60,SYD-11604-I-0-ME,2019-07-10T22:00:00Z,Bi 58 N,ME,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA05AAQ,00A462-60,11281-06401-F-0-EC,2022-10-03T22:00:00Z,CERBER,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAA05AAR,028533-60,12120-15001-H-0-WG,2022-11-29T23:00:00Z,Adentis,WG,2035-01-29T23:00:00Z,
AAAxdIAAEAAAA05AAS,028533-61,12120-15001-H-0-WG,2022-11-29T23:00:00Z,Shlem,WG,2035-01-29T23:00:00Z,
AAAxdIAAEAAAA05AAT,007519-61,HEL-30004-FW-0-EW,2016-10-23T22:00:00Z,Memphis,EW,2027-08-14T22:00:00Z,
AAAxdIAAEAAAA05AAU,006914-65,HEL-20001-H-0-EC,2016-10-23T22:00:00Z,KlettWeg,EC,2028-02-14T23:00:00Z,
AAAxdIAAEAAAA06AAA,008288-60,SHP-34227-H-0-SL,2016-10-23T22:00:00Z,DICAMBA FLÜSSIG,SL,2028-03-30T22:00:00Z,
AAAxdIAAEAAAA06AAB,007466-60,10539-04360-F-0-ME,2016-11-16T23:00:00Z,SARUMO,ME,2027-12-30T23:00:00Z,
AAAxdIAAEAAAA06AAC,004329-62,10539-41513-F-1-EC,2016-11-16T23:00:00Z,ALCEDO,EC,2027-12-30T23:00:00Z,
AAAxdIAAEAAAA06AAD,025079-63,SYD-90590-H-1-SL,2017-01-31T23:00:00Z,Vorox Unkrautfrei Direkt,SL,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA06AAE,043099-64,BAY-16590-F-3-WG,2017-03-02T23:00:00Z,Spezial-Pilzfrei,WG,2026-03-14T23:00:00Z,
AAAxdIAAEAAAA06AAF,025876-61,BAY-18020-F-1-SC,2017-03-02T23:00:00Z,Phyto Gemüse-Pilzfrei,SC,2026-06-14T22:00:00Z,
AAAxdIAAEAAAA06AAG,024780-61,10061-01161-I-1-EC,2017-03-02T23:00:00Z,Pyreth Natur-Insektizid,EC,2027-03-30T22:00:00Z,
AAAxdIAAEAAAA06AAH,024780-64,10061-01161-I-1-EC,2017-03-02T23:00:00Z,COMPO Schädlings-frei plus,EC,2027-03-30T22:00:00Z,
AAAxdIAAEAAAA06AAI,024780-67,10061-01161-I-1-EC,2017-03-02T23:00:00Z,Herba-Vetyl flüssig,EC,2027-03-30T22:00:00Z,
AAAxdIAAEAAAA06AAJ,024780-72,10061-01161-I-1-EC,2017-03-02T23:00:00Z,Bio Spinnmilben- & Schädlingsfrei,EC,2027-03-30T22:00:00Z,
AAAxdIAAEAAAA06AAK,005177-60,10130-11111-F-0-WG;10130-11111-F-1-WG,2016-08-18T22:00:00Z,Orthocid,WG,2027-10-06T22:00:00Z,
AAAxdIAAEAAAA06AAL,006922-60,10130-71576-F-0-SC,2016-08-18T22:00:00Z,Babel,SC,2026-03-14T23:00:00Z,
AAAxdIAAEAAAA06AAM,006914-63,HEL-20001-H-0-EC,2016-08-18T22:00:00Z,Lodin EC,EC,2028-02-14T23:00:00Z,
AAAxdIAAEAAAA06AAN,008047-69,CEL-00150-H-0-GR,2016-12-14T23:00:00Z,Chrysal Moos Weg,GR,2027-08-30T22:00:00Z,
AAAxdIAAEAAAA06AAO,008047-70,CEL-00150-H-0-GR,2016-12-14T23:00:00Z,WOLF-Garten Moosvernichter + Rasendünger,GR,2027-08-30T22:00:00Z,
AAAxdIAAEAAAA06AAP,008047-71,CEL-00150-H-0-GR,2016-12-14T23:00:00Z,Allflor Rasendünger plus Moosvernichter,GR,2027-08-30T22:00:00Z,
AAAxdIAAEAAAA06AAQ,024182-67,NEU-01130-AI-1-EW;NEU-01130-AI-2-EW,2017-09-03T22:00:00Z,Austriebsspritzmittel,EW,2026-08-14T22:00:00Z,
AAAxdIAAEAAAA06AAR,024646-60,NEU-1170-H-0-AL,2018-02-07T23:00:00Z,Finalsan UnkrautSpray,AL,2027-11-30T23:00:00Z,
AAAxdIAAEAAAA06AAS,024646-63,NEU-1170-H-0-AL,2018-02-07T23:00:00Z,Finalsan AF UnkrautLos Speed,AL,2027-11-30T23:00:00Z,
AAAxdIAAEAAAA06AAT,024646-65,NEU-1170-H-0-AL,2018-02-07T23:00:00Z,ETISSO Bio Unkraut-frei AF,AL,2027-11-30T23:00:00Z,
AAAxdIAAEAAAA06AAU,024646-62,NEU-1170-H-0-AL,2018-02-07T23:00:00Z,Dr. Stähler Unkrautfrei-Spray,AL,2027-11-30T23:00:00Z,
AAAxdIAAEAAAA07AAA,007626-61,SDE-21020-F-0-SC,2018-04-03T22:00:00Z,Curamat Rosen-Pilzfrei,SC,2027-08-14T22:00:00Z,
AAAxdIAAEAAAA07AAB,024459-61,ADD-92101-F-1-WG,2018-07-02T22:00:00Z,VINIFOL WDG,WG,2026-02-14T23:00:00Z,
AAAxdIAAEAAAA07AAC,024256-60,12226-92100-F-3-SC,2018-07-02T22:00:00Z,VINIFOL SC,SC,2026-02-14T23:00:00Z,
AAAxdIAAEAAAA07AAD,024645-70,NEU-01170-H-0-EC,2018-09-03T22:00:00Z,ETISSO Universal Unkraut + Moosfrei Konzentrat,EC,2027-11-30T23:00:00Z,
AAAxdIAAEAAAA07AAE,024645-68,NEU-01170-H-0-EC,2018-09-11T22:00:00Z,ETISSO Bio Unkraut-frei Konzentrat,EC,2027-11-30T23:00:00Z,
AAAxdIAAEAAAA07AAF,060122-74,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,Gardol Rasen Dünger mit Unkrautvernichter,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA07AAG,060122-75,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,Gartenmeister Rasen Dünger mit Unkrautvernichter,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA07AAH,060122-76,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,MANNA DUR UV Rasendünger mit Unkrautvernichter,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA07AAI,060122-77,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,Grün erleben Rasendünger mit Unkrautvernichter,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA07AAJ,060122-78,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,FUXTEC Unkrautstopper mit Rasendünger,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA07AAK,060122-79,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,FLORASELF Select Rasendünger mit Unkrautvernichter,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA07AAL,060122-80,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,"Sinco Rasen Wunder ""18""",GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA07AAM,060122-81,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,Cornufera UV Unkrautvernichter mit Rasendünger,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA07AAN,060122-82,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,Hack Unkrautvernichter mit Rasendünger,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA07AAO,060122-83,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,Greentower Unkrautvernichter mit Rasendünger,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA07AAP,060122-84,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,Rasenpflege UV-RD,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA07AAQ,027820-60,COM-50321-H-0-GR,2019-10-24T22:00:00Z,COMPO FLORANID Rasendünger gegen Unkraut + Moos,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA07AAR,006275-62,THG-50202-H-0-GR,2016-02-10T23:00:00Z,Immergrün Rasendünger plus Moosvernichter,GR,2027-08-30T22:00:00Z,
AAAxdIAAEAAAA07AAS,034028-64,BAY-12760-FW-2-EW,2016-11-07T23:00:00Z,Corail,EW,2027-08-14T22:00:00Z,
AAAxdIAAEAAAA07AAT,034028-65,BAY-12760-FW-2-EW,2016-11-07T23:00:00Z,Valor,EW,2027-08-14T22:00:00Z,
AAAxdIAAEAAAA08AAA,008529-62,10297-86087-H-0-EC,2018-04-24T22:00:00Z,Roundup AC Konzentrat,EC,2027-11-30T23:00:00Z,
AAAxdIAAEAAAA08AAB,00A145-60,SCF-00002-F-0-EC,2023-02-15T23:00:00Z,Ganifen,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAA08AAC,00A145-61,SCF-00002-F-0-EC,2023-02-15T23:00:00Z,Akonpli,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAA08AAD,00A145-62,SCF-00002-F-0-EC,2023-02-15T23:00:00Z,Sabarun,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAA08AAE,026282-61,NCI-00224-F-0-SC;NCI-00224-F-1-SC,2019-08-29T22:00:00Z,Genkotsu,SC,2027-09-14T22:00:00Z,
AAAxdIAAEAAAA08AAF,00A475-60,14019-00800-H-1-EC,2020-09-23T22:00:00Z,Crozier,EC,2026-10-30T23:00:00Z,
AAAxdIAAEAAAA08AAG,00A045-60,SFS-55007-W-0-SL,2019-10-06T22:00:00Z,Shortcut XXL,SL,2027-11-29T23:00:00Z,
AAAxdIAAEAAAA08AAH,026682-62,NEU-1181-M-0-RB,2019-10-06T22:00:00Z,Minixx,RB,2031-12-30T23:00:00Z,
AAAxdIAAEAAAA08AAI,034419-60,SYD-20450-F-0-WG,2020-02-12T23:00:00Z,Serenva,WG,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA08AAJ,043753-60,NUD-10300-H-2-SC,2020-02-20T23:00:00Z,Profi CTU 700,SC,2027-08-14T22:00:00Z,
AAAxdIAAEAAAA08AAK,024487-65,BAS-34401-FW-0-EC,2020-03-29T22:00:00Z,APTRELL 60,EC,2026-03-14T23:00:00Z,
AAAxdIAAEAAAA08AAL,007029-60,SYD-11605-I-0-AL,2020-03-30T22:00:00Z,Bi 58 Spray,AL,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA08AAM,008252-60,SDE-20100-I-0-AL,2020-05-25T22:00:00Z,Lizetan Plus Blattlausfrei AF,AL,2026-12-08T23:00:00Z,
AAAxdIAAEAAAA08AAN,00A271-60,GLM-00271-F-0-EC,2020-10-01T22:00:00Z,Pecari 300 EC,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAA08AAO,024091-61,ADD-18901-H-0-SC,2019-03-07T23:00:00Z,UP CTU 700 SC,SC,2027-08-14T22:00:00Z,
AAAxdIAAEAAAA08AAP,00A150-60,SHP-15001-F-0-SC,2019-03-14T23:00:00Z,AZOXYSTAR SC,SC,2028-05-30T22:00:00Z,
AAAxdIAAEAAAA08AAQ,026778-60,BAY-18540-F-0-EC,2019-12-05T23:00:00Z,JORDI,EC,2026-05-30T22:00:00Z,
AAAxdIAAEAAAA08AAR,006220-63,10061-01197-H-0-SC;10061-01197-H-1-SC;10061-03300-H-2-SC,2020-06-08T22:00:00Z,Astro 400,SC,2027-01-30T23:00:00Z,
AAAxdIAAEAAAA08AAS,00A271-61,GLM-00271-F-0-EC,2020-10-01T22:00:00Z,Patel 300 EC,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAA08AAT,00A469-60,10661-00469-F-0-EC,2020-10-01T22:00:00Z,Pecari 250 EC,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAA08AAU,00A497-61,14616-00001-F-0-EC,2020-10-01T22:00:00Z,HELSINKI,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAA08AAV,00A475-61,14019-00800-H-1-EC,2021-01-10T23:00:00Z,Takoba,EC,2026-10-30T23:00:00Z,
AAAxdIAAEAAAA09AAA,025323-69,FRU-02001-M-0-RB,2020-12-09T23:00:00Z,LimaDisque,RB,2027-08-30T22:00:00Z,
AAAxdIAAEAAAA09AAB,025323-65,FRU-02001-M-0-RB,2020-12-09T23:00:00Z,MOLLUSTOP,RB,2027-08-30T22:00:00Z,
AAAxdIAAEAAAA09AAC,025323-66,FRU-02001-M-0-RB,2020-12-09T23:00:00Z,InnoProtect Schneckenkorn,RB,2027-08-30T22:00:00Z,
AAAxdIAAEAAAA09AAD,025323-70,FRU-02001-M-0-RB,2020-12-09T23:00:00Z,MetaDisque,RB,2027-08-30T22:00:00Z,
AAAxdIAAEAAAA09AAE,025323-71,FRU-02001-M-0-RB,2020-12-09T23:00:00Z,MetaPads,RB,2027-08-30T22:00:00Z,
AAAxdIAAEAAAA09AAF,025323-72,FRU-02001-M-0-RB,2020-12-09T23:00:00Z,Contra Schnecken,RB,2027-08-30T22:00:00Z,
AAAxdIAAEAAAA09AAG,007958-63,11490-68040-H-0-OD,2020-12-09T23:00:00Z,Narval,OD,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA09AAH,00A267-60,13318-40101-F-0-EC;13318-40101-F-1-EC,2021-01-05T23:00:00Z,Promino 300 EC,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAA09AAI,00A267-61,13318-40101-F-0-EC;13318-40101-F-1-EC,2021-01-05T23:00:00Z,Procer 300 EC,EC,2026-08-14T22:00:00Z,
AAAxdIAAEAAAA09AAJ,005747-69,10130-71376-H-0-SL;10130-71376-H-1-SL,2017-09-06T22:00:00Z,Loredo Quattro Universal-Rasenunkrautfrei,SL,2026-05-14T22:00:00Z,
AAAxdIAAEAAAA09AAK,060122-88,CEL-01690-H-1-GR,2018-10-18T22:00:00Z,Blizz-z Unkrautvernichter mit Rasendünger,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA09AAL,043743-62,CEL-11111-AI-1-EC,2017-09-11T22:00:00Z,Naturen Austriebs-Spritzmittel,EC,2027-12-30T23:00:00Z,
AAAxdIAAEAAAA09AAM,043743-64,CEL-11111-AI-1-EC,2017-09-11T22:00:00Z,Naturen Bio Austriebs-Spritzmittel,EC,2027-12-30T23:00:00Z,
AAAxdIAAEAAAA09AAN,043743-65,CEL-11111-AI-1-EC,2017-09-11T22:00:00Z,Naturen Bio-Schädlingsfrei,EC,2027-12-30T23:00:00Z,
AAAxdIAAEAAAA09AAO,043743-63,CEL-11111-AI-1-EC,2017-09-11T22:00:00Z,Naturen Schädlingsfrei,EC,2027-12-30T23:00:00Z,
AAAxdIAAEAAAA09AAP,043743-66,CEL-11111-AI-1-EC,2017-09-11T22:00:00Z,Naturen Schädlingsfrei Obst und Gemüse Konzentrat,EC,2027-12-30T23:00:00Z,
AAAxdIAAEAAAA09AAQ,043743-67,CEL-11111-AI-1-EC,2017-09-11T22:00:00Z,Naturen Schädlingsfrei Zierpflanzen Konzentrat,EC,2027-12-30T23:00:00Z,
AAAxdIAAEAAAA09AAR,043743-61,CEL-11111-AI-1-EC,2017-09-11T22:00:00Z,Schädlingsfrei Naturen,EC,2027-12-30T23:00:00Z,
AAAxdIAAEAAAA09AAS,024785-79,NEU-21161-I-2-AL,2017-09-11T22:00:00Z,COMPO Schädlings-frei plus AF,AL,2027-03-30T22:00:00Z,
AAAxdIAAEAAAA09AAT,024436-76,10061-00001-I-0-EC,2017-09-25T22:00:00Z,COMPO Buchsbaumzünsler K.O.,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAA09AAU,024436-77,10061-00001-I-0-EC,2017-09-25T22:00:00Z,ETISSO Schädlings-frei EC,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAA0+AAA,060122-60,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,Dehner Unkrautvernichter plus Rasendünger,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA0+AAB,060122-61,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,Unkrautvernichter mit Rasendünger,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA0+AAC,060122-62,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,Landscaper Pro Weed Control,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA0+AAD,060122-63,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,WOLF-Garten Unkrautvernichter + Rasendünger,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA0+AAE,060122-64,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,EUROGREEN Unkrautvernichter + Rasendünger,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA0+AAF,060122-66,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,Gartenkrone Rasen Dünger mit Unkrautvernichter,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA0+AAG,060122-67,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,British Meadow,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA0+AAH,060122-68,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,KEYZERS UNKRAUT-EX,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA0+AAI,060122-69,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,Tuta-RU,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA0+AAJ,060122-70,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,Allflor Rasendünger mit Unkrautvernichter,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA0+AAK,060122-71,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,Quadro Rasen Dünger mit Unkrautvernichter,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA0+AAL,060122-72,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,Gärtner's Rasen Dünger mit Unkrautvernichter,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA0+AAM,060122-73,CEL-01690-H-1-GR,2018-09-20T22:00:00Z,Kölle's Bester Rasen Dünger mit Unkrautvernichter,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA0+AAN,006796-62,SDE-19220-H-0-AL,2019-07-21T22:00:00Z,Permaclean Duo Unkraut & Wurzel-Ex AF,AL,2027-11-30T23:00:00Z,
AAAxdIAAEAAAA0+AAO,008386-60,13318-50005-H-0-EC,2017-09-10T22:00:00Z,Grasser 100 EC,EC,2027-11-29T23:00:00Z,
AAAxdIAAEAAAA0+AAP,005747-68,10130-71376-H-0-SL;10130-71376-H-1-SL,2018-01-18T23:00:00Z,COMPO Rasenunkraut-Vernichter Banvel Quattro,SL,2026-05-14T22:00:00Z,
AAAxdIAAEAAAA0+AAQ,024436-75,10061-00001-I-0-EC,2017-08-07T22:00:00Z,Buchsbaumzünslerfrei,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAA0+AAR,008541-61,AIA-40000-F-0-SC,2021-04-19T22:00:00Z,AMBORA DUO,SC,2026-06-14T22:00:00Z,
AAAxdIAAEAAAA0+AAS,024436-87,10061-00001-I-0-EC,2021-06-13T22:00:00Z,COMPO Trauermücken-frei,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAA0+AAT,00A494-60,12463-01024-I-0-UL,2021-06-13T22:00:00Z,INSEKTENIL CROP Protect ULV,UL,2027-08-14T22:00:00Z,
AAAxdIAAEAAAA0/AAA,00A494-61,12463-01024-I-0-UL,2021-06-13T22:00:00Z,microsol- SP 2500 ULV - RTU,UL,2027-08-14T22:00:00Z,
AAAxdIAAEAAAA0/AAB,008402-60,SHP-00100-I-0-EC,2021-06-13T22:00:00Z,INSEKTENIL CROP Protect EC,EC,2026-10-30T23:00:00Z,
AAAxdIAAEAAAA0/AAC,008402-61,SHP-00100-I-0-EC,2021-06-13T22:00:00Z,microsol- SP 2500,EC,2026-10-30T23:00:00Z,
AAAxdIAAEAAAA0/AAD,008529-63,10297-86087-H-0-EC,2018-07-01T22:00:00Z,Herbistop Ultra,EC,2027-11-30T23:00:00Z,
AAAxdIAAEAAAA0/AAE,024436-79,10061-00001-I-0-EC,2018-07-08T22:00:00Z,SCHÄDLINGSFREI ORGANIC,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAA0/AAF,024436-80,10061-00001-I-0-EC,2018-07-08T22:00:00Z,UNIVERSAL SCHÄDLINGSFREI,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAA0/AAG,024436-81,10061-00001-I-0-EC,2018-07-08T22:00:00Z,BUCHSBAUMZÜNSLER-FREI ORGANIC,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAA0/AAH,024645-63,NEU-01170-H-0-EC,2018-08-26T22:00:00Z,3 Stunden Bio-Unkrautfrei,EC,2027-11-30T23:00:00Z,
AAAxdIAAEAAAA0/AAI,024645-64,NEU-01170-H-0-EC,2018-08-26T22:00:00Z,Bio-Rasen-Moosfrei,EC,2027-11-30T23:00:00Z,
AAAxdIAAEAAAA0/AAJ,024645-69,NEU-01170-H-0-EC,2018-08-26T22:00:00Z,Unkrautfrei Turboclean,EC,2027-11-30T23:00:00Z,
AAAxdIAAEAAAA0/AAK,024645-71,NEU-01170-H-0-EC,2018-08-26T22:00:00Z,Turboclean Unkrautfrei,EC,2027-11-30T23:00:00Z,
AAAxdIAAEAAAA0/AAL,024645-72,NEU-01170-H-0-EC,2018-08-26T22:00:00Z,Unkrautvernichter,EC,2027-11-30T23:00:00Z,
AAAxdIAAEAAAA0/AAM,027206-60,12509-42317-W-0-VP,2024-02-04T23:00:00Z,Ethylene Buster,VP,2035-07-30T22:00:00Z,
AAAxdIAAEAAAA0/AAN,005685-62,SYD-51010-W-0-EC,2020-01-01T23:00:00Z,DANAR,EC,2026-12-14T23:00:00Z,
AAAxdIAAEAAAA0/AAO,005685-63,SYD-51010-W-0-EC,2020-01-01T23:00:00Z,BAMINUS,EC,2026-12-14T23:00:00Z,
AAAxdIAAEAAAA0/AAP,007519-63,HEL-30004-FW-0-EW,2019-03-28T23:00:00Z,Tebucur 250 EW,EW,2027-08-14T22:00:00Z,
AAAxdIAAEAAAA0/AAQ,024436-82,10061-00001-I-0-EC,2019-06-04T22:00:00Z,Spruzit NEEM GemüseSchädlingsfrei,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAA0/AAR,024436-83,10061-00001-I-0-EC,2019-06-04T22:00:00Z,Spruzit TrauermückenFrei,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAA0/AAS,060122-97,CEL-01690-H-1-GR,2023-01-19T23:00:00Z,PURGRÜN Rasendünger plus Unkrautvernichter,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA0/AAT,024213-77,CEL-11112-AI-1-EW,2023-03-08T23:00:00Z,Rosenspray Schädlingsfrei CAREO ECO,EW,2027-03-30T22:00:00Z,
AAAxdIAAEAAAA0/AAU,005603-61,10297-00520-A-0-EC;10297-00520-A-1-EC,2019-08-13T22:00:00Z,Milbeknock Top,EC,2026-02-14T23:00:00Z,
AAAxdIAAEAAAA1IAAA,026173-60,14019-17585-H-1-SL,2024-03-04T23:00:00Z,Barbarian Biograde 360,SL,2026-12-14T23:00:00Z,
AAAxdIAAEAAAA1IAAB,026173-61,14019-17585-H-1-SL,2024-03-04T23:00:00Z,Plantaclean Label XL,SL,2026-12-14T23:00:00Z,
AAAxdIAAEAAAA1IAAC,026321-60,14019-17586-H-1-SL,2024-03-14T23:00:00Z,Plantaclean 450 Premium,SL,2026-12-14T23:00:00Z,
AAAxdIAAEAAAA1IAAD,026923-61,PIN-02018-H-0-SL,2021-01-07T23:00:00Z,Landmaster Supreme 480 TF,SL,2026-12-14T23:00:00Z,
AAAxdIAAEAAAA1IAAE,026923-62,PIN-02018-H-0-SL,2021-01-07T23:00:00Z,Rosate Supreme 480 TF,SL,2026-12-14T23:00:00Z,
AAAxdIAAEAAAA1IAAF,024436-84,10061-00001-I-0-EC,2020-02-06T23:00:00Z,Schädlingsfrei Neem,EC,2028-01-30T23:00:00Z,
AAAxdIAAEAAAA1IAAG,00A001-60,12761-17041-I-0-SL,2022-01-05T23:00:00Z,Lizetan Plus Schädlingsfrei,SL,2026-12-08T23:00:00Z,
AAAxdIAAEAAAA1IAAH,007213-61,11281-12345-I-1-CS,2022-01-12T23:00:00Z,LIFE SCIENTIFIC LAMBDA-CYHALOTHRIN,CS,2026-07-30T22:00:00Z,
AAAxdIAAEAAAA1IAAI,034837-62,10255-00160-H-0-WG,2022-03-23T23:00:00Z,VALDOR SOLO,WG,2033-07-30T22:00:00Z,
AAAxdIAAEAAAA1IAAJ,00A045-62,SFS-55007-W-0-SL,2021-06-29T22:00:00Z,SPARTA CCC 720,SL,2027-11-29T23:00:00Z,
AAAxdIAAEAAAA1IAAK,00A501-61,10285-12715-H-0-EC,2021-06-29T22:00:00Z,PHYTAVIS Varlega,EC,2027-05-30T22:00:00Z,
AAAxdIAAEAAAA1IAAL,060122-56,CEL-01690-H-1-GR,2024-03-11T23:00:00Z,UNKRAUTLOS,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA1IAAM,008632-60,12563-00001-F-0-SL,2022-12-21T23:00:00Z,ASKAPHY,SL,2027-01-30T23:00:00Z,
AAAxdIAAEAAAA1IAAN,005314-61,DOW-10585-I-0-SC,2023-07-06T22:00:00Z,NEXSUBA,SC,2026-03-14T23:00:00Z,
AAAxdIAAEAAAA1IAAO,024785-80,NEU-21161-I-2-AL,2022-09-15T22:00:00Z,Spruzit Schädlingsfrei RosenSpray,AL,2027-03-30T22:00:00Z,
AAAxdIAAEAAAA1IAAP,00A584-61,13553-00001-F-0-SC,2022-10-26T22:00:00Z,Azoxystar XL,SC,2028-05-30T22:00:00Z,
AAAxdIAAEAAAA1IAAQ,00A940-60,10285-00005-H-0-EC,2023-08-01T22:00:00Z,Profi Fluroxy 200 EC,EC,2028-02-14T23:00:00Z,
AAAxdIAAEAAAA1IAAR,024080-63,SCF-90440-I-1-OD,2019-09-23T22:00:00Z,Zünsler- & Raupenfrei,OD,2026-08-14T22:00:00Z,
AAAxdIAAEAAAA1IAAS,060122-93,CEL-01690-H-1-GR,2019-12-16T23:00:00Z,Roundup Unkrautvernichter mit Rasendünger,GR,2026-12-30T23:00:00Z,
AAAxdIAAEAAAA1IAAT,008201-61,FRU-00250-M-0-RB,2020-01-30T23:00:00Z,InnoProtect Schneckenkorn E III P,RB,2031-12-30T23:00:00Z,
AAAxdIAAEAAAA1IAAU,024080-62,SCF-90440-I-1-OD,2017-08-06T22:00:00Z,Lizetan Buchsbaumzünslerfrei,OD,2026-08-14T22:00:00Z,
AAAxdIAAEAAAA1JAAA,028610-60,10021-19230-H-0-WG,2022-05-30T22:00:00Z,Pacifica Plus,WG,2026-08-14T22:00:00Z,
AAAxdIAAEAAAA1JAAB,028610-61,10021-19230-H-0-WG,2022-05-30T22:00:00Z,Inixio Plus,WG,2026-08-14T22:00:00Z,
AAAxdIAAEAAAA1JAAC,00A994-60,10039-00042-F-0-FS,2023-01-31T23:00:00Z,Plenaris,FS,2028-03-02T23:00:00Z,
AAAxdIAAEAAAA1JAAD,008125-60,GLM-08125-F-0-FS,2022-12-15T23:00:00Z,CELEST Duo,FS,2026-06-14T22:00:00Z,
AAAxdIAAEAAAA1JAAE,00B033-60,12463-61001-H-0-EC,2022-12-15T23:00:00Z,AGOLA,EC,2028-02-27T23:00:00Z,
AAAxdIAAEAAAA1JAAF,00A190-60,10661-00190-H-1-SC,2023-01-03T23:00:00Z,MEPHISTO 700 SC,SC,2026-08-30T22:00:00Z,
