m_row$$,awg_id,schadorg,ausgenommen,sortier_nr
AAAxcCAAEAAAAStAAR,024675-00/00-048,ISXXXX,N,1.0
AAAxcCAAEAAAAStAAS,024675-00/00-052,IBXXXX,N,
AAAxcCAAEAAAAStAAT,024675-00/00-053,ISXXXX,N,1.0
AAAxcCAAEAAAAStAAU,024675-00/00-054,IBXXXX,N,1.0
AAAxcCAAEAAAAStAAV,024675-00/00-055,ISXXXX,N,1.0
AAAxcCAAEAAAAStAAW,024675-00/00-056,IBXXXX,N,1.0
AAAxcCAAEAAAAStAAX,024675-00/00-058,IBXXXX,N,1.0
AAAxcCAAEAAAAStAAY,024675-00/00-060,LEPISF,N,
AAAxcCAAEAAAAStAAZ,024675-00/00-061,CICASP,N,1.0
AAAxcCAAEAAAAStAAa,024675-00/00-062,LEPISF,N,
AAAxcCAAEAAAAStAAb,024675-00/00-064,LEPISF,N,1.0
AAAxcCAAEAAAAStAAc,024675-00/00-065,ISXXXX,N,1.0
AAAxcCAAEAAAAStAAd,024675-00/00-066,IBXXXX,N,1.0
AAAxcCAAEAAAAStAAe,024675-00/00-067,ISXXXX,N,1.0
AAAxcCAAEAAAAStAAf,024675-00/00-068,DIPTSP,N,1.0
AAAxcCAAEAAAAStAAg,024675-00/00-069,OSCIFR,N,1.0
AAAxcCAAEAAAAStAAh,024675-00/00-070,APXXSP_3,N,1.0
AAAxcCAAEAAAAStAAi,024675-00/01-001,HALTSP,N,1.0
AAAxcCAAEAAAAStAAj,024675-00/01-001,CNEPVI,N,2.0
AAAxcCAAEAAAAStAAk,024675-00/01-003,ISXXXX,N,2.0
AAAxcCAAEAAAAStAAl,024675-00/01-003,IBXXXX,N,1.0
AAAxcCAAEAAAAStAAm,024675-00/02-001,ISXXXX,N,1.0
AAAxcCAAEAAAAStAAn,024675-00/02-002,IBXXXX,N,1.0
AAAxcCAAEAAAAStAAo,024675-00/02-002,ANTHRU,J,2.0
AAAxcCAAEAAAAStAAp,024675-00/02-003,ISXXXX,N,1.0
AAAxcCAAEAAAAStAAq,024675-00/02-004,IBXXXX,N,1.0
AAAxcCAAEAAAAStAAr,024675-00/03-001,IBXXXX,N,1.0
AAAxcCAAEAAAAStAAs,024675-00/03-002,ISXXXX,N,1.0
AAAxcCAAEAAAAStAAt,024675-00/03-003,IBXXXX,N,
AAAxcCAAEAAAAStAAu,024675-00/03-004,ISXXXX,N,1.0
AAAxcCAAEAAAAStAAv,024675-00/03-005,IBXXXX,N,
AAAxcCAAEAAAAStAAw,024675-00/03-006,ISXXXX,N,1.0
AAAxcCAAEAAAAStAAx,024675-00/03-007,IBXXXX,N,
AAAxcCAAEAAAAStAAy,024675-00/03-008,ISXXXX,N,1.0
AAAxcCAAEAAAAStAAz,024675-00/03-009,IBXXXX,N,
AAAxcCAAEAAAAStAA0,024675-00/03-010,ISXXXX,N,1.0
AAAxcCAAEAAAAStAA1,024675-00/03-011,IBXXXX,N,
AAAxcCAAEAAAAStAA2,024675-00/03-012,ISXXXX,N,1.0
AAAxcCAAEAAAAStAA3,024675-00/03-013,IBXXXX,N,
AAAxcCAAEAAAAStAA4,024675-00/03-014,ISXXXX,N,1.0
AAAxcCAAEAAAAStAA5,024675-00/03-015,OSCIFR,N,1.0
AAAxcCAAEAAAAStAA6,024675-00/03-016,ISXXXX,N,1.0
AAAxcCAAEAAAAStAA7,024675-00/03-017,IBXXXX,N,1.0
AAAxcCAAEAAAAStAA8,024675-00/03-018,ISXXXX,N,1.0
AAAxcCAAEAAAAStAA9,024675-00/03-019,IBXXXX,N,1.0
AAAxcCAAEAAAAStAA+,024675-00/03-020,ISXXXX,N,1.0
AAAxcCAAEAAAAStAA/,024675-00/03-021,IBXXXX,N,1.0
AAAxcCAAEAAAAStABA,024675-00/04-001,ISXXXX,N,1.0
AAAxcCAAEAAAAStABB,024675-00/04-002,IBXXXX,N,1.0
AAAxcCAAEAAAAStABC,024675-00/04-003,ISXXXX,N,
AAAxcCAAEAAAAStABD,024675-00/04-004,IBXXXX,N,1.0
AAAxcCAAEAAAAStABE,008796-00/00-001,YBWST,N,1.0
AAAxcCAAEAAAAStABF,008796-00/00-002,YBWST,N,1.0
AAAxcCAAEAAAAStABG,008796-00/00-003,YBWST,N,1.0
AAAxcCAAEAAAAStABH,008793-00/00-001,YBWST,N,1.0
AAAxcCAAEAAAAStABI,008794-00/00-001,YBWST,N,1.0
AAAxcCAAEAAAAStABJ,008794-00/01-001,YBWST,N,1.0
AAAxcCAAEAAAAStABK,00A685-00/00-001,TTTMS,N,1.0
AAAxcCAAEAAADXZACF,007029-60/00-059,ISXXXX,N,1.0
AAAxcCAAEAAADXZACG,007029-61/00-059,ISXXXX,N,1.0
AAAxcCAAEAAADXZACH,007029-60/00-060,IBXXXX,N,1.0
AAAxcCAAEAAADXZACI,007029-61/00-060,IBXXXX,N,1.0
AAAxcCAAEAAADXZACJ,007029-60/00-061,IBXXXX,N,1.0
AAAxcCAAEAAADXZACK,007029-61/00-061,IBXXXX,N,1.0
AAAxcCAAEAAADXZACL,007029-60/00-078,IBXXXX,N,1.0
AAAxcCAAEAAADXZACM,007029-61/00-078,IBXXXX,N,1.0
AAAxcCAAEAAADXZACN,007029-60/00-079,ISXXXX,N,1.0
AAAxcCAAEAAADXZACO,007029-61/00-079,ISXXXX,N,1.0
AAAxcCAAEAAADXZACP,007029-60/00-107,IBXXXX,N,1.0
AAAxcCAAEAAADXZACQ,007029-61/00-107,IBXXXX,N,1.0
AAAxcCAAEAAADXZACR,007029-60/00-109,ALEUSP,J,2.0
AAAxcCAAEAAADXZACS,007029-61/00-109,ALEUSP,J,2.0
AAAxcCAAEAAADXZACT,007029-60/00-109,ISXXXX,N,1.0
AAAxcCAAEAAADToABL,008660-00/00-002,TTTMS,N,1.0
AAAxcCAAEAAADToABM,008660-00/00-003,ALOMY,N,1.0
AAAxcCAAEAAADToABN,008660-00/00-004,AGRRE,N,1.0
AAAxcCAAEAAADToABO,008660-00/00-005,NNNGA,N,1.0
AAAxcCAAEAAADToABP,008660-00/00-006,TTTMS,N,1.0
AAAxcCAAEAAADToABQ,008660-00/00-007,TTTMS,N,1.0
AAAxcCAAEAAADToABR,008660-00/00-008,AGRRE,N,1.0
AAAxcCAAEAAADToABS,00A519-00/00-001,ALEUSP,N,1.0
AAAxcCAAEAAADToABT,00A519-00/01-001,COXXSP,N,1.0
AAAxcCAAEAAADToABU,037382-00/00-001,TTTDS,N,1.0
AAAxcCAAEAAADToABV,037382-00/00-001,VERSS,J,2.0
AAAxcCAAEAAADToABW,037382-00/00-001,GALAP,J,3.0
AAAxcCAAEAAADToABX,037382-00/00-002,TTTDS,N,1.0
AAAxcCAAEAAADToABY,037382-00/00-002,VERSS,J,2.0
AAAxcCAAEAAADToABZ,037382-00/00-002,GALAP,J,3.0
AAAxcCAAEAAADToABa,037382-00/01-001,CIRAR,N,1.0
AAAxcCAAEAAADToABb,006331-00/00-001,IXXXXX,N,1.0
AAAxcCAAEAAADToABc,006331-00/00-003,IXXXXX,N,1.0
AAAxcCAAEAAADToABd,00A144-00/06-001,BOTRCI,N,1.0
AAAxcCAAEAAADToABe,024138-00/00-001,TETRSP,N,
AAAxcCAAEAAADToABf,024138-00/00-002,VASASD,N,1.0
AAAxcCAAEAAADToABg,024138-00/00-003,TETRSP,N,1.0
AAAxcCAAEAAADToABh,024138-00/00-004,TETRSP,N,1.0
AAAxcCAAEAAADToABi,024138-00/00-005,TETRSP,N,1.0
AAAxcCAAEAAADToABj,024138-00/00-006,CICASP,N,1.0
AAAxcCAAEAAADToABk,024138-00/00-007,CICASP,N,1.0
AAAxcCAAEAAADToABl,024138-00/00-009,TETRSP,N,1.0
AAAxcCAAEAAADToABm,024138-00/00-010,TETRSP,N,1.0
AAAxcCAAEAAADToABn,024138-00/00-011,TARSSP,N,1.0
AAAxcCAAEAAADToABo,024138-00/00-012,ERPHSP,N,1.0
AAAxcCAAEAAADToABp,024138-00/00-013,ERPHSP,N,1.0
AAAxcCAAEAAADToABq,024138-00/00-014,TETRSP,N,1.0
AAAxcCAAEAAADToABr,024138-00/00-015,TARSPA,N,1.0
AAAxcCAAEAAADToABs,024138-00/00-016,CICASP,N,1.0
AAAxcCAAEAAADToABt,024138-00/00-017,TETRSP,N,1.0
AAAxcCAAEAAADToABu,024138-00/00-018,TARSPA,N,1.0
AAAxcCAAEAAADToABv,024138-00/00-019,CICASP,N,1.0
AAAxcCAAEAAADToABw,024138-00/00-020,TETRSP,N,1.0
AAAxcCAAEAAADToABx,024138-00/00-021,ERPHSP,N,1.0
AAAxcCAAEAAADToABy,024138-00/00-022,TETRSP,N,1.0
AAAxcCAAEAAADToABz,024138-00/00-023,TETRSP,N,1.0
AAAxcCAAEAAADToAB0,024138-00/00-027,TETRSP,N,1.0
AAAxcCAAEAAADToAB1,024138-00/00-028,TETRSP,N,1.0
AAAxcCAAEAAADToAB2,024138-00/00-029,CICASP,N,1.0
AAAxcCAAEAAADToAB3,024138-00/00-030,CICASP,N,1.0
AAAxcCAAEAAADToAB4,024138-00/00-031,TETRSP,N,1.0
AAAxcCAAEAAADToAB5,024138-00/00-032,TETRSP,N,1.0
AAAxcCAAEAAADToAB6,024138-00/00-033,TARSSP,N,1.0
AAAxcCAAEAAADToAB7,024138-00/00-037,TETRSP,N,1.0
AAAxcCAAEAAADToAB8,024138-00/00-038,TARSPA,N,1.0
AAAxcCAAEAAADToAB9,024138-00/00-039,CICASP,N,1.0
AAAxcCAAEAAADToAB+,024138-00/00-040,TETRSP,N,1.0
AAAxcCAAEAAADToAB/,024138-00/00-041,ERPHSP,N,1.0
AAAxcCAAEAAADToACA,024138-00/00-042,TETRSP,N,1.0
AAAxcCAAEAAADToACB,024138-00/00-043,TETRSP,N,1.0
AAAxcCAAEAAADToACC,024138-00/00-044,TETRSP,N,1.0
AAAxcCAAEAAADToACD,024138-00/02-001,TETRSP,N,1.0
AAAxcCAAEAAADToACE,024138-00/03-001,TETRSP,N,
AAAxcCAAEAAADToACF,024138-00/03-002,TARSPA,N,
AAAxcCAAEAAADToACG,024138-00/03-003,TETRSP,N,1.0
AAAxcCAAEAAADToACH,024138-00/03-004,ERPHSP,N,1.0
AAAxcCAAEAAADToACI,024138-00/03-005,TETRSP,N,1.0
AAAxcCAAEAAADToACJ,024847-00/17-001,TTTMS,N,1.0
AAAxcCAAEAAADToACK,024847-00/17-001,POAAN,J,2.0
AAAxcCAAEAAADToACL,024847-00/17-002,AGRRE,N,1.0
AAAxcCAAEAAADToACM,024847-00/02-001,AGRRE,N,1.0
AAAxcCAAEAAADToACN,024847-00/02-002,TTTMS,N,1.0
AAAxcCAAEAAADToACO,024847-00/02-002,POAAN,J,2.0
AAAxcCAAEAAADToACP,024847-00/02-003,AGRRE,N,1.0
AAAxcCAAEAAADToACQ,024847-00/02-004,POAAN,J,2.0
AAAxcCAAEAAADToACR,024847-00/02-004,TTTMS,N,1.0
AAAxcCAAEAAADToACS,024847-00/02-005,AGRRE,N,1.0
AAAxcCAAEAAADToACT,024847-00/02-006,TTTMS,N,1.0
AAAxcCAAEAAADToACU,024847-00/02-006,POAAN,J,
AAAxcCAAEAAADToACV,024847-00/02-007,AGRRE,N,1.0
AAAxcCAAEAAADToACW,024847-00/02-008,TTTMS,N,1.0
AAAxcCAAEAAADToACX,024847-00/02-008,POAAN,J,2.0
AAAxcCAAEAAADToACY,024847-00/03-001,AGRRE,N,1.0
AAAxcCAAEAAADToACZ,024847-00/03-002,TTTMS,N,1.0
AAAxcCAAEAAADToACa,024847-00/03-002,NNNGA,N,2.0
AAAxcCAAEAAADToACb,024847-00/03-002,POAAN,J,3.0
AAAxcCAAEAAADToACc,024847-00/03-003,AGRRE,N,1.0
AAAxcCAAEAAADToACd,024847-00/03-004,TTTMS,N,1.0
AAAxcCAAEAAADToACe,024847-00/03-004,NNNGA,N,2.0
AAAxcCAAEAAADToACf,024847-00/03-004,POAAN,J,3.0
AAAxcCAAEAAADToACg,024847-00/03-005,AGRRE,N,1.0
AAAxcCAAEAAADToACh,024847-00/03-006,TTTMS,N,1.0
AAAxcCAAEAAADToACi,024847-00/03-006,NNNGA,N,2.0
AAAxcCAAEAAADToACj,024847-00/03-006,POAAN,J,3.0
AAAxcCAAEAAADToACk,024847-00/03-007,AGRRE,N,1.0
AAAxcCAAEAAADToACl,024847-00/03-008,TTTMS,N,1.0
AAAxcCAAEAAADToACm,024847-00/03-008,NNNGA,N,2.0
AAAxcCAAEAAADToACn,024847-00/03-008,POAAN,J,3.0
AAAxcCAAEAAADToACo,024847-00/03-009,AGRRE,N,1.0
AAAxcCAAEAAADToACp,024847-00/03-010,TTTMS,N,1.0
AAAxcCAAEAAADToACq,024847-00/03-010,NNNGA,N,2.0
AAAxcCAAEAAADToACr,024847-00/03-010,POAAN,J,3.0
AAAxcCAAEAAADToACs,024847-00/03-011,AGRRE,N,1.0
AAAxcCAAEAAADToACt,024847-00/03-012,TTTMS,N,1.0
AAAxcCAAEAAADTpAAA,024847-00/03-012,NNNGA,N,2.0
AAAxcCAAEAAADTpAAB,024847-00/03-012,POAAN,J,3.0
AAAxcCAAEAAADTpAAC,024847-00/03-013,AGRRE,N,1.0
AAAxcCAAEAAADTpAAD,024847-00/03-014,TTTMS,N,1.0
AAAxcCAAEAAADTpAAE,024847-00/03-014,NNNGA,N,2.0
AAAxcCAAEAAADTpAAF,024847-00/03-014,POAAN,J,3.0
AAAxcCAAEAAADTpAAG,024847-00/03-015,AGRRE,N,1.0
AAAxcCAAEAAADTpAAH,024847-00/03-016,TTTMS,N,1.0
AAAxcCAAEAAADTpAAI,024847-00/03-016,NNNGA,N,2.0
AAAxcCAAEAAADTpAAJ,024847-00/03-016,POAAN,J,3.0
AAAxcCAAEAAADTpAAK,024847-00/03-017,AGRRE,N,1.0
AAAxcCAAEAAADTpAAL,024847-00/03-018,TTTMS,N,1.0
AAAxcCAAEAAADTpAAM,024847-00/03-018,NNNGA,N,2.0
AAAxcCAAEAAADTpAAN,024847-00/03-018,POAAN,J,3.0
AAAxcCAAEAAADTpAAO,024847-00/03-019,AGRRE,N,1.0
AAAxcCAAEAAADTpAAP,024847-00/03-020,TTTMS,N,1.0
AAAxcCAAEAAADTpAAQ,024847-00/03-020,NNNGA,N,2.0
AAAxcCAAEAAADTpAAR,024847-00/03-020,POAAN,J,3.0
AAAxcCAAEAAADTpAAS,024847-00/03-021,AGRRE,N,1.0
AAAxcCAAEAAADTpAAT,024847-00/03-022,TTTMS,N,1.0
AAAxcCAAEAAADTpAAU,024847-00/03-022,NNNGA,N,2.0
AAAxcCAAEAAADTpAAV,024847-00/03-022,POAAN,J,3.0
AAAxcCAAEAAADTpAAW,024847-00/03-023,AGRRE,N,1.0
AAAxcCAAEAAADTpAAX,024847-00/03-024,TTTMS,N,1.0
AAAxcCAAEAAACfeAA5,024436-76/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeAA6,024436-77/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeAA7,024436-78/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeAA8,024436-79/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeAA9,024436-80/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeAA+,024436-81/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeAA/,024436-82/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeABA,024436-83/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeABB,024436-84/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeABC,024436-85/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeABD,024436-86/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeABE,024436-87/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeABF,024436-88/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeABG,024436-89/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeABH,024436-90/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeABI,024436-91/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeABJ,024436-92/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeABK,024436-93/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeABL,024436-94/00-028,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeABM,024436-63/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABN,024436-64/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABO,024436-65/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABP,024436-66/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABQ,024436-67/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABR,024436-68/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABS,024436-69/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABT,024436-70/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABU,024436-74/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABV,024436-75/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABW,024436-76/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABX,024436-77/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABY,024436-78/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABZ,024436-79/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABa,024436-80/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABb,024436-81/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABc,024436-82/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABd,024436-83/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABe,024436-84/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABf,024436-85/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABg,024436-86/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABh,024436-87/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABi,024436-88/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABj,024436-89/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABk,024436-90/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABl,024436-91/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABm,024436-92/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABn,024436-93/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABo,024436-94/00-029,ISXXXX,N,1.0
AAAxcCAAEAAACfeABp,024436-63/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeABq,024436-64/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeABr,024436-65/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeABs,024436-66/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeABt,024436-67/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeABu,024436-68/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeABv,024436-69/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeABw,024436-70/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeABx,024436-74/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeABy,024436-75/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeABz,024436-76/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeAB0,024436-77/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeAB1,024436-78/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeAB2,024436-79/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeAB3,024436-80/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeAB4,024436-81/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeAB5,024436-82/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeAB6,024436-83/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeAB7,024436-84/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeAB8,024436-85/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeAB9,024436-86/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeAB+,024436-87/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeAB/,024436-88/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeACA,024436-89/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeACB,024436-90/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeACC,024436-91/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeACD,024436-92/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeACE,024436-93/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeACF,024436-94/00-029,IBXXXX,N,3.0
AAAxcCAAEAAACfeACG,024436-63/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACH,024436-64/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACI,024436-65/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACJ,024436-66/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACK,024436-67/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACL,024436-68/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACM,024436-69/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACN,024436-70/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACO,024436-74/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACP,024436-75/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACQ,024436-76/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACR,024436-77/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACS,024436-78/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACT,024436-79/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACU,024436-80/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACV,024436-81/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACW,024436-82/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACX,024436-83/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACY,024436-84/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACZ,024436-85/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACa,024436-86/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACb,024436-87/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACc,024436-88/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACd,024436-89/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACe,024436-90/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACf,024436-91/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACg,024436-92/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACh,024436-93/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACi,024436-94/00-029,BLMIIN,N,4.0
AAAxcCAAEAAACfeACj,024436-63/00-029,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeACk,024436-64/00-029,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeACl,024436-65/00-029,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeACm,024436-66/00-029,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeACn,024436-67/00-029,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeACo,024436-68/00-029,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeACp,024436-69/00-029,HEXXSP_1,J,2.0
AAAxcCAAEAAACfeACq,024436-70/00-029,HEXXSP_1,J,2.0
AAAxcCAAEAAACffAAA,00A607-61/00-003,TTTDS,N,2.0
AAAxcCAAEAAACffAAB,00A607-60/00-004,MATCH,N,1.0
AAAxcCAAEAAACffAAC,00A607-61/00-004,MATCH,N,1.0
AAAxcCAAEAAACffAAD,00A607-60/00-004,CHEAL,N,2.0
AAAxcCAAEAAACffAAE,00A607-61/00-004,CHEAL,N,2.0
AAAxcCAAEAAACffAAF,00A607-60/00-004,PAPRH,N,3.0
AAAxcCAAEAAACffAAG,00A607-61/00-004,PAPRH,N,3.0
AAAxcCAAEAAACffAAH,00A607-60/00-004,VERPE,N,4.0
AAAxcCAAEAAACffAAI,00A607-61/00-004,VERPE,N,4.0
AAAxcCAAEAAACffAAJ,00B099-60/00-001,VENTSP,N,1.0
AAAxcCAAEAAACffAAK,00B099-60/00-002,VENTPI,N,1.0
AAAxcCAAEAAACffAAL,00A810-60/00-001,APESV,N,2.0
AAAxcCAAEAAACffAAM,00A810-60/00-001,POAAN,N,3.0
AAAxcCAAEAAACffAAN,00A810-60/00-001,POATR,N,4.0
AAAxcCAAEAAACffAAO,00A810-60/00-001,TTTDS,N,1.0
AAAxcCAAEAAACffAAP,00A810-60/00-002,APESV,N,2.0
AAAxcCAAEAAACffAAQ,00A810-60/00-002,POAAN,N,3.0
AAAxcCAAEAAACffAAR,00A810-60/00-002,POATR,N,4.0
AAAxcCAAEAAACffAAS,00A810-60/00-002,TTTDS,N,1.0
AAAxcCAAEAAACffAAT,00A810-60/00-003,APESV,N,2.0
AAAxcCAAEAAACffAAU,00A810-60/00-003,POAAN,N,3.0
AAAxcCAAEAAACffAAV,00A810-60/00-003,POATR,N,4.0
AAAxcCAAEAAADTrABH,00A351-00/00-003,TTTDD,N,1.0
AAAxcCAAEAAADTrABI,00A351-00/00-003,TTTMM,N,2.0
AAAxcCAAEAAADTrABJ,00A351-00/00-004,MMMMM,N,1.0
AAAxcCAAEAAADTrABK,00A351-00/00-005,MMMMM,N,1.0
AAAxcCAAEAAADTrABL,00A351-00/00-006,MMMMM,N,1.0
AAAxcCAAEAAADTrABM,00A351-00/00-007,TTTDD,N,1.0
AAAxcCAAEAAADTrABN,00A351-00/00-007,TTTMM,N,2.0
AAAxcCAAEAAADTrABO,00A351-00/00-008,MMMMM,N,1.0
AAAxcCAAEAAADTrABP,00A351-00/00-009,TTTDD,N,1.0
AAAxcCAAEAAADTrABQ,00A351-00/00-009,TTTMM,N,2.0
AAAxcCAAEAAADTrABR,00A351-00/00-010,TTTMM,N,2.0
AAAxcCAAEAAADTrABS,00A351-00/00-010,TTTDD,N,1.0
AAAxcCAAEAAADTrABT,00A351-00/00-011,MMMMM,N,1.0
AAAxcCAAEAAADTrABU,00A351-00/00-012,MMMMM,N,1.0
AAAxcCAAEAAADTrABV,00A679-00/00-001,TTTMM,N,1.0
AAAxcCAAEAAADTrABW,00A679-00/00-001,TTTDD,N,2.0
AAAxcCAAEAAADTrABX,00A679-00/00-002,TTTMM,N,1.0
AAAxcCAAEAAADTrABY,00A679-00/00-002,TTTDD,N,2.0
AAAxcCAAEAAADTrABZ,00A679-00/00-003,TTTDD,N,2.0
AAAxcCAAEAAADTrABa,00A679-00/00-003,TTTMM,N,1.0
AAAxcCAAEAAADTrABb,00A679-00/00-004,TTTMM,N,1.0
AAAxcCAAEAAADTrABc,00A679-00/00-004,TTTDD,N,2.0
AAAxcCAAEAAADTrABd,00A679-00/00-005,TTTMM,N,1.0
AAAxcCAAEAAADTrABe,00A679-00/00-005,TTTDD,N,2.0
AAAxcCAAEAAADTrABf,00A679-00/00-006,TTTMM,N,1.0
AAAxcCAAEAAADTrABg,00A679-00/00-006,TTTDD,N,2.0
AAAxcCAAEAAADTrABh,00A679-00/00-007,TTTMM,N,1.0
AAAxcCAAEAAADTrABi,00A679-00/00-007,TTTDD,N,2.0
AAAxcCAAEAAADTrABj,00A679-00/00-016,TTTMM,N,1.0
