kode,kodeliste,sprache,kodetext,sperre
P308+P313,71,GB,IF exposed or concerned: Get medical advice/attention.,N
P309,71,GB,IF exposed or if you feel unwell:,J
P309+P311,71,GB,IF exposed or if you feel unwell: Call a POISON CENTER or doctor/physician.,J
P310,71,GB,Immediately call a POISON CENTER/doctor/...,N
P311,71,GB,Call a POISON CENTER/doctor/...,N
P312,71,GB,Call a POISON CENTER/doctor/... if you feel unwell.,N
P313,71,GB,Get medical advice/attention.,N
P314,71,GB,Get medical advice/attention if you feel unwell.,N
P315,71,GB,Get immediate medical advice/attention.,N
P320,71,GB,Specific treatment is urgent (see ... on this label).,N
P321,71,GB,Specific treatment (see ... on this label).,N
P322,71,GB,Specific measures (see ... on this label).,J
P330,71,GB,Rinse mouth.,N
P331,71,GB,Do NOT induce vomiting.,N
P332,71,GB,If skin irritation occurs:,N
P332+P313,71,GB,If skin irritation occurs: Get medical advice/attention.,N
P333,71,GB,If skin irritation or rash occurs:,N
P333+P313,71,GB,If skin irritation or rash occurs: Get medical advice/attention.,N
P334,71,GB,Immerse in cool water [or wrap in wet bandages].,N
P335,71,GB,Brush off loose particles from skin.,N
P335+P334,71,GB,Brush off loose particles from skin. Immerse in cool water/wrap in wet bandages.,J
P337,71,GB,If eye irritation persists:,N
P337+P313,71,GB,If eye irritation persists: Get medical advice/attention.,N
P338,71,GB,"Remove contact lenses, if present and easy to do. Continue rinsing.",N
P340,71,GB,Remove person to fresh air and keep comfortable for breathing.,N
P341,71,GB," If breathing is difficult, remove victim to fresh air and keep at rest in a position comfortable for breathing.",N
P342,71,GB,If experiencing respiratory symptoms:,N
P342+P311,71,GB,If experiencing respiratory symptoms: Call a POISON CENTER/doctor/...,N
P350,71,GB,Gently wash with plenty of soap and water.,J
P351,71,GB,Rinse cautiously with water for several minutes.,N
P352,71,GB,Wash with plenty of water/ ...,N
P353,71,GB,Rinse skin with water [or shower].,N
P360,71,GB,Rinse immediately contaminated clothing and skin with plenty of water before removing clothes.,N
P361,71,GB,Take off immediately all contaminated clothing.,N
P362,71,GB,Take off contaminated clothing.,N
P363,71,GB,Wash contaminated clothing before reuse.,N
P370,71,GB,In case of fire:,N
P370+P376,71,GB,In case of fire: Stop leak if safe to do so.,N
P370+P378,71,GB,In case of fire: Use ... to extinguish.,N
P370+P380,71,GB,In case of fire: Evacuate area.,J
P370+P380+P375,71,GB,In case of fire: Evacuate area. Fight fire remotely due to the risk of explosion.,N
P371,71,GB,In case of major fire and large quantities:,N
P371+P380+P375,71,GB,In case of major fire and large quantities: Evacuate area. Fight fire remotely due to the risk of explosion,N
P372,71,GB,Explosion risk.,N
P373,71,GB,DO NOT fight fire when fire reaches explosives.,N
P374,71,GB,Fight fire with normal precautions from a reasonable distance.,J
P375,71,GB,Fight fire remotely due to the risk of explosion.,N
P376,71,GB,Stop leak if safe to do so.,N
P377,71,GB,"Leaking gas fire: Do not extinguish, unless leak can be stopped safely.",N
P378,71,GB,Use ... to extinguish.,N
P380,71,GB,Evacuate area.,N
P381,71,GB,"In case of leakage, eliminate all ignition sources.",N
P390,71,GB,Absorb spillage to prevent material damage.,N
P391,71,GB,Collect spillage.,N
P401,71,GB,Store in accordance with ... .,N
P402,71,GB,Store in a dry place.,N
P402+P404,71,GB,Store in a dry place. Store in a closed container.,N
P403,71,GB,Store in a well-ventilated place.,N
P403+P233,71,GB,Store in a well-ventilated place. Keep container tightly closed.,N
P403+P235,71,GB,Store in a well-ventilated place. Keep cool.,N
P404,71,GB,Store in a closed container.,N
P405,71,GB,Store locked up.,N
P406,71,GB,Store in a corrosion resistant/... container with a resistant inner liner.,N
P407,71,GB,Maintain air gap between stacks or pallets.,N
P410,71,GB,Protect from sunlight.,N
P410+P403,71,GB,Protect from sunlight. Store in a well-ventilated place.,N
P410+P412,71,GB,Protect from sunlight. Do no expose to temperatures exceeding 50 °C/122°F.,N
SS3151,74,DE,"Chemikalienschutzanzug Typ 4 oder gleichwertigen Schutzanzug gemäß BVL-Richtlinie für die Anforderungen an die persönliche Schutzausrüstung im Pflanzenschutz, in der jeweils geltenden Fassung, tragen beim Umgang mit dem unverdünnten Mittel in Raumkulturen mit personengetragenen Geräten.",N
ABR26,30,GB,after flowering of vines,N
ABR27,30,GB,from fruit setting,N
ABR29,30,GB,from small pellet size of berries,N
ABR30,30,GB,from walnut size of fruits,N
ABS20,30,GB,at approx. 20 cm height of bolters,N
ABS75,30,GB,from cutting up to 75 cm growth height,N
ABU15,30,GB,from weed height of at least 15 cm,N
AP2800,75,GB,residual activity: 10 days,N
AP2780,75,GB,residual activity: 8 days,N
AP2840,75,GB,residual activity: 14 days,N
AP2841,75,GB,"residual activity: at 5 - 10 °C 14 days, at 10 - 15 °C 9 days, at 15 - 25 °C 5 days, over 25 °C 3 days",N
AP2842,75,GB,"residual activity at least 14 days, at the most 21 days",N
AP2860,75,GB,residual activity: 21 days,N
AP2870,75,GB,residual activity: 22 days,N
AP2890,75,GB,residual activity: 25 days,N
AP2910,75,GB,"residual activity: 42 days; this applies to a temperature in storage goods of 20 °C for robust species and growth stages; it is possible to shorten this time for sensitive pests; for other product temperatures, considerably different (shorter or longer) residual activity periods are needed; the authorisation holder should be consulted in such cases.",N
AP2950,75,GB,application rate for further treatment times (every 3 weeks) as for time 1,N
AP2951,75,GB,"residual activity: at 5 - 15 °C 6 weeks, at 15 - 20 °C 4 weeks, at 20 - 23 °C 3 weeks, at 23 - 25 °C 2 weeks, at 25 - 30 °C 1 week, at 30 - 35 °C 4 days",N
KO0242,75,GB,grassland renovation,N
KS,75,GB,crop stage,N
KS002,75,GB,"after forcing, for young, already fully developed sprouts",N
KS003,75,GB,seedlings and young plants,N
KS004,75,GB,effective until the 8th-leaf stage,N
KS005,75,GB,up to 50 cm treatment height,N
SE,75,GB,additional remarks and requirements,N
SE001,75,GB,fruit should not be treated,N
SE004,75,GB,for temperatures below +15 °C,N
SE005,75,GB,for temperatures above + 15 °C,N
SE006,75,GB,"if covered using bait stations for application, infestation does not decrease until approx. 2-3 weeks afterwards",N
SE007,75,GB,treatment only at temperatures below +10 °C,N
KO0247,75,GB,for undersowing in spring crops,N
AW71,28,DE,Herbstanwendung (BBCH 16 - 29),N
AW81,28,DE,Frühjahrsanwendung (BBCH 32 - 55),N
SF1911,74,DE,"Das Wiederbetreten von behandelten Wein-, Hopfen-, Kernobst-, Steinobst- und Zierpflanzenkulturen ist am Tage der Applikation nur mit der persönlichen Schutzausrüstung möglich, die für das Ausbringen des Mittels vorgegeben ist. Nachfolgearbeiten auf/in den oben genannten Kulturen dürfen grundsätzlich erst 24 Stunden nach der Ausbringung des Mittels durchgeführt werden. Innerhalb von 3 Wochen sind dabei der Schutzanzug gegen Pflanzenschutzmittel und Universal-Schutzhandschuhe (Pflanzenschutz) zu tragen.",J
SF1891,74,DE,"Das Wiederbetreten der behandelten Flächen/Kulturen ist am Tage der Applikation nur mit der persönlichen Schutzausrüstung möglich, die für das Ausbringen des Mittels vorgegeben ist. Nachfolgearbeiten auf/in behandelten Flächen/Kulturen dürfen grundsätzlich erst 24 Stunden nach der Ausbringung des Mittels durchgeführt werden. Innerhalb 48 Stunden sind dabei der Schutzanzug gegen Pflanzenschutzmittel und Universal-Schutzhandschuhe (Pflanzenschutz) zu tragen.",N
SF1931,74,DE,Nachfolgearbeiten auf/in behandelten Flächen/Kulturen dürfen erst nach dem Abtrocknen des Spritzbelages durchgeführt werden. Innerhalb 48 Stunden danach sind dabei der Schutzanzug gegen Pflanzenschutzmittel und Universal-Schutzhandschuhe (Pflanzenschutz) zu tragen.,J
SF6091,74,DE,"Beim Umgang mit gebeiztem Saatgut Universal-Schutzhandschuhe, Schutzanzug gegen Pflanzenschutzmittel und partikelfiltrierende Halbmaske FFP2 oder Halbmaske mit Partikelfilter P2  (Kennfarbe: weiß) gemäß BVL-Richtlinie für die Anforderungen an die persönliche Schutzausrüstung im Pflanzenschutz, in der jeweils geltenden Fassung, tragen.",J
AA0033,75,GB,"for treatments with lower doses (reduced efficacy, e.g. in
organic farming) the maximum number of treatments can be
increased as long as the specified total application rate is not
exceeded per crop and year
",N
AA0034,75,GB,"a maximum of 2 blocks of 3 treatments, a maximum of 60 % 
of treatments with this product per growth period
",N
AA0042,75,GB,no more than 2 treatments per year in this crop,N
AA0043,75,GB,no more than 3 treatments per year in this crop,N
AA0044,75,GB,no more than 4 treatments per year in this crop,N
AA0046,75,GB,no more than 6 treatments per year in this crop,N
AA005,75,GB,it may be necessary to repeat the treatment if moth flight is quite long,N
AA0051,75,GB,a maximum of 1 treatment each time,N
AA0052,75,GB,a maximum of 2 treatment each time,N
AA0053,75,GB,no more than 3 treatments for time 1,N
AA006,75,GB,no more than 3 treatments before harvest,N
AA007,75,GB,a maximum of 2 treatments for peaches,J
AA008,75,GB,no more than 1 treatment in apple farming,J
AA009,75,GB,no more than 3 treatments in total for ornamentals,J
AA010,75,GB,no more than 5 treatments for pome fruits,J
AA011,75,GB,no more than 3 treatments in total for cherries and plums,J
AA012,75,GB,2 treatments are required to achieve satisfactory efficacy,N
AA013,75,GB,no more than 4 treatments in total in conjunction with the control of other pathogens,J
AA014,75,GB,no more than 1 treatment per year,J
AA015,75,GB,1 treatment in 4 years,N
AA0152,75,GB,only 1 treatment in 4 years on the same area,N
AA0153,75,GB,treatment on the same area only once every 2 years,N
AA0162,75,GB,no more than 2 treatments after flowering,N
AA017,75,GB,2 treatments each time within 7 days,N
AA0170,75,GB,treatments must be at least 1 day apart,N
AA0171,75,GB,treatments must be at least 7 days apart,N
AA030,75,GB,splitting 3 days apart if the crop is very dense,N
AA0172,75,GB,treatments must be at least 10 days apart,N
AA0173,75,GB,treatments must be at least 14 days apart,N
AA0174,75,GB,treatments must be at least 42 days apart,N
AA0175,75,GB,treatments must be at least 28 days apart,N
AA018,75,GB,no more than 1 treatment per year on the same area,N
AP07080,75,GB,maximum application rate 8 L/ha,N
AP07100,75,GB,maximum application rate 10 L/ha,N
AP07200,75,GB,maximum application rate 2 L/ha,N
AP07205,75,GB,maximum application rate 0.53 g/m²,N
RA038,74,DE,Enthält Chlorthalonil. Kann allergische Reaktionen hervorrufen.,J
AK2018,75,DE,"Frühjahrsanwendung in Verbindung mit 1,8 l/ha Netzmittel",N
AK20135,75,DE,"Herbstanwendung in Verbindung mit 1,35 l/ha Netzmittel",N
AK22135,75,DE,"in Verbindung mit 1,35 l/ha Netzmittel",N
AK2218,75,DE,"in Verbindung mit 1,8 l/ha Netzmittel",N
AK2215,75,DE,"in Verbindung mit 1,5 l/ha Netzmittel",N
?,21,DE,Code noch festzulegen,N
??,22,DE,Code noch festzulegen,N
HAPDEQ,947,GB,saddle gall midge,N
RIBNG,948,GB,jostaberry,N
HAPLOD,947,GB,Haplodiplosis,N
CONTAR,947,GB,Contarinia,N
CONTHU,947,GB,hop string midge,N
CONTPY,947,GB,pear midge (Contarinia pyrivora),N
DASINE,947,GB,Dasineura,N
DASYBR,947,GB,cabbage gall midge,N
CRUSS,947,GB,thistle spec.,N
CRUAC,947,GB,bristle thistle,N
CRUCR,947,GB,crisped thistle,N
CRUNU,947,GB,musk thistle,N
CVPSS,947,GB,crepis spec.,N
CVPBI,947,GB,rough hawksbeard,N
CVPCA,947,GB,smooth hawskbeard,N
CVPPU,947,GB,crepis pulchra,N
CVPSE,947,GB,tall hawskbeard,N
CVPTE,947,GB,narrow-leaf hawskbeard,N
DATST,947,GB,common thornapple,N
DAUCA,947,GB,wild carrot,N
DESSO,947,GB,flixweed,N
DIKPU,947,GB,common foxglove,N
DIPMU,947,GB,annual wallrocket,N
EPHSS,947,GB,spurge spec.,N
EPHEX,947,GB,dwarf spurge,N
EPHHE,947,GB,sun spurge,N
EPHPE,947,GB,petty spurge,N
EPISS,947,GB,willowherb spec.,N
ERICA,947,GB,butterweed,N
EROCI,947,GB,common crowfoot,N
ERPVE,947,GB,common whitlowgrass,N
ERYCH,947,GB,treacle mustard,N
FUMOF,947,GB,common fumitory,N
GAESS,947,GB,hempnettle spec.,N
GAEAN,947,GB,narrow-leafed hemp nettle,N
GAEBI,947,GB,bifid hempnettle,N
GAEPU,947,GB,downy hempnettle,N
GAESP,947,GB,large-flowered hempnettle,N
GAETE,947,GB,common hempnettle,N
GALAP,947,GB,catchweed bedstraw,N
GALSP,947,GB,false cleavers,N
GASSS,947,GB,galinsoga spec.,N
GASCI,947,GB,hairy galinsoga,N
GASPA,947,GB,gallant soldier,N
GERSS,947,GB,cranesbill spec.,N
GERDI,947,GB,cut-leaved cranesbill,N
GERMO,947,GB,dove's foot cranesbill,N
GERPU,947,GB,small-flowered cranesbill,N
GERRO,947,GB,herb-robert,N
GERRT,947,GB,round-leaved cranesbill,N
GNAUL,947,GB,low cudweed,N
HSYNI,947,GB,black henbane,N
IPASS,947,GB,balsam spec.,N
IPAGL,947,GB,Himalaya balsam,N
IPANT,947,GB,yellow balsam,N
IPAPA,947,GB,small balsam,N
LACSE,947,GB,prickly lettuce,N
LAMSS,947,GB,deadnettle spec.,N
LAMAM,947,GB,henbit deadnettle,N
LAMPU,947,GB,purple deadnettle,N
LAPCO,947,GB,nipplewort,N
ST104,74,DE,Partikelfiltrierende Halbmaske FFP2 oder Halbmaske HM mit Partikelfilter P2 (Kennfarbe: weiß) gemäß BVL-Richtlinie für die Anforderungen an die persönliche Schutzausrüstung im Pflanzenschutz (Sept. 2006) tragen bei der Behandlung von liegendem oder gestapelten Holz im Forst.,N
VA260,74,DE,"Zum Schutz von umstehenden Personen (""bystander"") muss die Anwendung des Mittels in einer Breite von mindestens 20 m zu angrenzenden Flächen immer mit einem verlustmindernden Gerät erfolgen, das in das Verzeichnis ""Verlustmindernde Geräte"" vom 14. Oktober 1993 (Bundesanzeiger Nr. 205, S. 9780) in der jeweils geltenden Fassung mindestens in die Abdriftminderungsklasse 50 % eingetragen ist.",N
RA027,74,DE,Enthält Spirodiclofen. Kann allergische Reaktionen hervorrufen.,J
AT2234,75,DE,Sprühabstand zur Pflanze 30-40 cm,N
AT2234,75,GB,spraying distance 30-40 cm to the plant,N
H8,4,DE,"Haus- und Kleingartenbereich: Zimmer, Büroräume und Balkone",J
H8,4,GB,"Amateur gardening: rooms, offices and balconies",J
IN1,28,GB,primary infection,N
IN2,28,GB,secondary infection,N
JHP,28,GB,for young hops,N
JPF,28,GB,for young plants and high growing crops,N
KG1,28,GB,as standard preparation,N
KG2,28,GB,as preparation with small grain size,N
KMA,28,GB,in connection with antioxidant,N
KMB,28,GB,in connection with emetic,N
KMC,28,GB,"in connection with fertiliser, nutrient",N
KMD,28,GB,in connection with dispersing agent,N
KME,28,GB,in connection with emulsifier,N
KMF,28,GB,in connection with colouring,N
KMG,28,GB,in connection with with frost protecting agent,N
KMH,28,GB,in connection with adhesive,N
KMI,28,GB,in connection with thickening agent,N
KMJ,28,GB,in connection with anti caking agent,N
KMK,28,GB,in connection with preservative,N
KML,28,GB,in connection with solvent,N
KMM,28,GB,in connection with free-flowing agent,N
KMN,28,GB,in connection with wetting agent,N
KMO,28,GB,in connection with deodorant,N
KMP,28,GB,in connection with perfume,N
KMQ,28,GB,in connection with propellant,N
KMR,28,GB,in connection with smelling substance (repellent),N
KMS,28,GB,in connection with stabiliser,N
KMT,28,GB,in connection with vehicle,N
KMU,28,GB,in connection with lubricant,N
KMV,28,GB,in connection with foaming inhibitor,N
KMW,28,GB,in connection with anti-corrosion agent,N
KMX,28,GB,in connection with others,N
KMY,28,GB,in connection with buffer,N
KMZ,28,GB,in connection with binding agent,N
LBS,28,GB,for very leafy hop varieties,N
LSJ,28,GB,during earliest larval stage,N
LSX,28,GB,during larval stage,N
LS1,28,GB,adults and first larvae,N
LS2,28,GB,old larvae,N
LS3,28,GB,first larvae,N
LT2,28,GB,for training of 2 vines,N
LT3,28,GB,for training of 3 vines,N
LT4,28,GB,for training of 4 vines,N
MS1,28,GB,immediately after emergence,N
NDE,28,GB,after harvest,N
NEE,28,GB,for storage,N
NEP,28,GB,after cleaning and repacking,N
NT05,28,GB,on approx. 5 cm new shoot,N
NT06,28,GB,on 6-8 cm new shoot,N
NT07,28,GB,on 5-10 cm new shoot,N
NVW,28,GB,species and/or stages with a lot of wax wool,N
NWD,28,GB,after warning service appeal,N
NWW,28,GB,species and/or stages without or little wax wool,N
PBN,28,GB,normal bag for kiln depths up to 2 m,N
PBS,28,GB,narrow bag for kiln depths from 3 m,N
PBX,28,GB,kiln depth up to 10 m,N
PD1,28,GB,1 tin size 1,N
PD2,28,GB,1 tin size 2,N
PFA,28,GB,for fully grown plants,N
PFE,28,GB,for aged plants,N
PFJ,28,GB,for young plants,N
PFW,28,GB,for soft cuttings,N
PF1,28,GB,for soft and medium hardy cuttings,N
PF3,28,GB,"for soft, medium hardy and hardy cuttings",N
PF4,28,GB,for medium hardy cuttings,N
PF5,28,GB,for medium hardy and hardy cuttings,N
PF6,28,GB,for hardy cuttings,N
VZ456,74,DE,Anwendung von Mitteln mit dem Wirkstoff Metazachlor nicht mehr als einmal pro Jahr auf derselben Fläche.,N
VH382,74,DE,"Im technischen Wirkstoff Captan dürfen folgende Gehalte nicht überschritten werden: Perchlormethylmercaptan: maximal 5 g/kg; Folpet: maximal 10 g/kg; Tetrachlorkohlenstoff: maximal 0,01 g/kg.",J
E0012,30,DE,ausgenommen im Peitschenstadium,N
BIXS3,30,GB,up to and including 3rd year after planting,N
BI12W,30,GB,up to 12 weeks duration of protection,N
BI2BL,30,GB,up to 2nd-leaf-stage,N
BI4BL,30,GB,up to 4th-leaf-stage,N
BI7BL,30,GB,up to 7th-leaf-stage,N
BI8BL,30,GB,up to 8th-leaf-stage,N
BKVBL,30,GB,up to shortly before flowering,N
BL,30,GB,during setting,N
BLE24,30,GB,when lowermost 2-4 leaves are fully developed,N
