m_row$$,awg_id,kultur,ausgenommen,sortier_nr
AAAxb2AAEAAAARTABo,024175-00/04-007,LUPAL,N,2.0
AAAxb2AAEAAAARTABp,024175-00/04-008,PHSCO,N,1.0
AAAxb2AAEAAAARTABq,024238-00/00-001,TRZSS,N,1.0
AAAxb2AAEAAAARTABr,024238-00/00-002,TRZSS,N,1.0
AAAxb2AAEAAAARTABs,024238-00/00-003,TRZSS,N,1.0
AAAxb2AAEAAAARTABt,024238-00/00-004,TRZSS,N,1.0
AAAxb2AAEAAAARTABu,024238-00/00-005,TRZSS,N,1.0
AAAxb2AAEAAAARTABv,024238-00/00-006,SECCE,N,1.0
AAAxb2AAEAAAARTABw,024238-00/00-007,SECCE,N,1.0
AAAxb2AAEAAAARTABx,024238-00/00-008,TTLSS,N,1.0
AAAxb2AAEAAAARTABy,024238-00/00-009,TTLSS,N,1.0
AAAxb2AAEAAAARTABz,007606-00/00-001,MABSD,N,2.0
AAAxb2AAEAAAARTAB0,007606-00/00-001,PYUCO,N,1.0
AAAxb2AAEAAAARTAB1,007606-00/01-002,LYPES,N,1.0
AAAxb2AAEAAAARTAB2,007606-00/01-003,CPSAN,N,1.0
AAAxb2AAEAAAARTAB3,007606-00/01-004,CUMSA,N,1.0
AAAxb2AAEAAAARTAB4,007606-00/01-006,CUUPG,N,1.0
AAAxb2AAEAAAARTAB5,007606-00/02-001,NNNZZ,N,1.0
AAAxb2AAEAAAARTAB6,007606-00/02-002,NNNZZ,N,1.0
AAAxb2AAEAAAARTAB7,007606-00/03-001,NNNKF,N,1.0
AAAxb2AAEAAAARTAB8,007606-00/03-002,NNNKF,N,1.0
AAAxb2AAEAAAARTAB9,008698-00/00-001,ZEAMX,N,1.0
AAAxb2AAEAAAARTAB+,008414-00/00-001,TRZAW,N,1.0
AAAxb2AAEAAAARTAB/,008414-00/00-002,TRZAW,N,1.0
AAAxb2AAEAAAARTACA,008414-00/00-003,TRZAW,N,1.0
AAAxb2AAEAAAARTACB,008414-00/00-004,TRZAW,N,1.0
AAAxb2AAEAAAARTACC,008414-00/00-005,HORVW,N,1.0
AAAxb2AAEAAAARTACD,008414-00/00-006,TRZAW,N,1.0
AAAxb2AAEAAAARTACE,008414-00/00-007,TRZAW,N,1.0
AAAxb2AAEAAAARTACF,008414-00/00-008,HORVW,N,1.0
AAAxb2AAEAAAARTACG,060122-00/00-001,NNNZW,N,1.0
AAAxb2AAEAAAARTACH,060122-00/00-002,NNNZW,N,1.0
AAAxb2AAEAAAARTACI,00A311-00/00-001,ZEAMX,N,1.0
AAAxb2AAEAAAARTACJ,024128-00/00-001,TRZAW,N,1.0
AAAxb2AAEAAAARTACK,024128-00/00-001,HORVW,N,2.0
AAAxb2AAEAAAARTACL,024128-00/00-001,SECCW,N,3.0
AAAxb2AAEAAAARTACM,024128-00/00-001,TTLWI,N,4.0
AAAxb2AAEAAAARTACN,024128-00/00-002,TRZAS,N,1.0
AAAxb2AAEAAAARTACO,024128-00/00-002,HORVS,N,2.0
AAAxb2AAEAAAARTACP,024128-00/00-002,TTLSO,N,3.0
AAAxb2AAEAAAARTACQ,024128-00/00-002,AVESA,N,4.0
AAAxb2AAEAAAARTACR,024128-00/01-001,NNNFW,N,1.0
AAAxb2AAEAAAARTACS,024128-00/01-002,TRFPR,N,1.0
AAAxb2AAEAAAARTACT,024128-00/01-003,TRFPR,N,1.0
AAAxb2AAEAAAARTACU,006875-00/00-001,ZEAMX,N,1.0
AAAxb2AAEAAAARTACV,005948-00/01-001,BRSNW,N,1.0
AAAxb2AAEAAAARTACW,007971-00/00-002,TRZAW,N,1.0
AAAxb2AAEAAAARTACX,007971-00/00-002,HORVW,N,2.0
AAAxb2AAEAAAARTACY,007971-00/00-002,SECCW,N,3.0
AAAxb2AAEAAAARTACZ,00A117-00/00-035,NNNZZ,N,1.0
AAAxb2AAEAAAARTACa,00A117-00/00-036,SOLTU,N,1.0
AAAxb2AAEAAAARTACb,00A117-00/00-037,LYPES,N,1.0
AAAxb2AAEAAAARTACc,00A117-00/00-037,SOLME,N,2.0
AAAxb2AAEAAAARTACd,00A117-00/00-037,SOLMU,N,3.0
AAAxb2AAEAAAARTACe,00A117-00/00-037,CUMSA,N,4.0
AAAxb2AAEAAAARTACf,00A117-00/00-037,CUUPG,N,5.0
AAAxb2AAEAAAARTACg,00A117-00/00-037,CUMME,N,6.0
AAAxb2AAEAAAARTACh,00A117-00/00-037,CUUMX,N,4.0
AAAxb2AAEAAAARTACi,00A117-00/00-037,CUUMO,N,5.0
AAAxb2AAEAAAARTACj,00A117-00/00-037,CUUPE,N,8.0
AAAxb2AAEAAADOFAB4,043743-67/00-015,PRNDD,N,2.0
AAAxb2AAEAAADOFAB5,043743-68/00-015,PRNDD,N,2.0
AAAxb2AAEAAADOFAB6,043743-69/00-015,PRNDD,N,2.0
AAAxb2AAEAAADOFAB7,043743-61/00-015,PRNDO,N,1.0
AAAxb2AAEAAADOFAB8,043743-62/00-015,PRNDO,N,1.0
AAAxb2AAEAAADOFAB9,043743-63/00-015,PRNDO,N,1.0
AAAxb2AAEAAADOFAB+,043743-64/00-015,PRNDO,N,1.0
AAAxb2AAEAAADOFAB/,043743-65/00-015,PRNDO,N,1.0
AAAxb2AAEAAADR7ACV,050498-66/01-004,NNNAP,N,1.0
AAAxb2AAEAAADR7ACW,050498-63/02-001,VITVI,N,1.0
AAAxb2AAEAAADR7ACX,050498-64/02-001,VITVI,N,1.0
AAAxb2AAEAAADR7ACY,050498-65/02-001,VITVI,N,1.0
AAAxb2AAEAAADR7ACZ,050498-66/02-001,VITVI,N,1.0
AAAxb2AAEAAADR7ACa,034409-62/00-001,ZEAMX,N,1.0
AAAxb2AAEAAADR7ACb,034409-63/00-001,ZEAMX,N,1.0
AAAxb2AAEAAADR7ACc,034409-64/00-001,ZEAMX,N,1.0
AAAxb2AAEAAADR7ACd,00B087-60/00-001,TRZAX,N,1.0
AAAxb2AAEAAADR7ACe,00B087-61/00-001,TRZAX,N,1.0
AAAxb2AAEAAADR7ACf,00B087-60/00-002,TRZAX,N,1.0
AAAxb2AAEAAADR7ACg,00B087-61/00-002,TRZAX,N,1.0
AAAxb2AAEAAADR7ACh,00B087-60/00-003,HORVX,N,1.0
AAAxb2AAEAAADR7ACi,00B087-61/00-003,HORVX,N,1.0
AAAxb2AAEAAADR7ACj,00B087-60/00-004,HORVX,N,1.0
AAAxb2AAEAAADR7ACk,00B087-61/00-004,HORVX,N,1.0
AAAxb2AAEAAADR7ACl,00B087-60/00-005,HORVX,N,1.0
AAAxb2AAEAAADR7ACm,00B087-61/00-005,HORVX,N,1.0
AAAxb2AAEAAADR7ACn,00B087-60/00-006,HORVX,N,1.0
AAAxb2AAEAAADR7ACo,00B087-61/00-006,HORVX,N,1.0
AAAxb2AAEAAADR7ACp,00B087-60/00-007,AVESS,N,1.0
AAAxb2AAEAAADR7ACq,00B087-61/00-007,AVESS,N,1.0
AAAxb2AAEAAADR7ACr,00B087-60/00-008,SECCE,N,1.0
AAAxb2AAEAAADR7ACs,00B087-61/00-008,SECCE,N,1.0
AAAxb2AAEAAADR7ACt,00B087-60/00-009,SECCE,N,1.0
AAAxb2AAEAAADR7ACu,00B087-61/00-009,SECCE,N,1.0
AAAxb2AAEAAADR7ACv,00B087-60/00-010,SECCE,N,1.0
AAAxb2AAEAAADR7ACw,00B087-61/00-010,SECCE,N,1.0
AAAxb2AAEAAADR8AAA,00B087-60/00-011,TTLSS,N,1.0
AAAxb2AAEAAADR8AAB,00B087-61/00-011,TTLSS,N,1.0
AAAxb2AAEAAADR8AAC,00B087-60/00-012,TTLSS,N,1.0
AAAxb2AAEAAADR8AAD,00B087-61/00-012,TTLSS,N,1.0
AAAxb2AAEAAADR8AAE,005686-60/01-001,NNNZZ,N,1.0
AAAxb2AAEAAADR8AAF,005686-61/01-001,NNNZZ,N,1.0
AAAxb2AAEAAADR8AAG,005686-60/01-002,NNNZZ,N,1.0
AAAxb2AAEAAADR8AAH,005686-61/01-002,NNNZZ,N,1.0
AAAxb2AAEAAADR8AAI,005686-60/01-003,NNNZZ,N,1.0
AAAxb2AAEAAADR8AAJ,005686-61/01-003,NNNZZ,N,1.0
AAAxb2AAEAAADR8AAK,007667-60/00-001,DAUCS,N,1.0
AAAxb2AAEAAADR8AAL,007667-61/00-001,DAUCS,N,1.0
AAAxb2AAEAAADR8AAM,007667-60/00-002,DAUCS,N,1.0
AAAxb2AAEAAADR8AAN,007667-61/00-002,DAUCS,N,1.0
AAAxb2AAEAAADR8AAO,007667-60/00-003,BEAVC,N,1.0
AAAxb2AAEAAADR8AAP,007667-61/00-003,BEAVC,N,1.0
AAAxb2AAEAAADR8AAQ,007667-60/00-003,BEAVA,N,2.0
AAAxb2AAEAAADR8AAR,007667-61/00-003,BEAVA,N,2.0
AAAxb2AAEAAADR8AAS,007667-60/00-004,BEAVC,N,1.0
AAAxb2AAEAAADR8AAT,007667-61/00-004,BEAVC,N,1.0
AAAxb2AAEAAADR8AAU,007667-60/00-004,BEAVA,N,2.0
AAAxb2AAEAAADR8AAV,007667-61/00-004,BEAVA,N,2.0
AAAxb2AAEAAADR8AAW,007667-60/00-009,BRSNW,N,1.0
AAAxb2AAEAAADR8AAX,007667-61/00-009,BRSNW,N,1.0
AAAxb2AAEAAADR8AAY,007667-60/00-010,BRSNW,N,1.0
AAAxb2AAEAAADR8AAZ,007667-61/00-010,BRSNW,N,1.0
AAAxb2AAEAAADR8AAa,007667-60/00-013,SOLTU,N,1.0
AAAxb2AAEAAADR8AAb,007667-61/00-013,SOLTU,N,1.0
AAAxb2AAEAAADR8AAc,007667-60/00-014,SOLTU,N,1.0
AAAxb2AAEAAADR8AAd,007667-61/00-014,SOLTU,N,1.0
AAAxb2AAEAAADR8AAe,007667-60/00-015,BRSNW,N,1.0
AAAxb2AAEAAADR8AAf,007667-61/00-015,BRSNW,N,1.0
AAAxb2AAEAAADR8AAg,007667-60/00-016,BRSNW,N,1.0
AAAxb2AAEAAADR8AAh,007667-61/00-016,BRSNW,N,1.0
AAAxb2AAEAAADR8AAi,007667-60/01-001,GLXMA,N,1.0
AAAxb2AAEAAADR8AAj,007667-61/01-001,GLXMA,N,1.0
AAAxb2AAEAAADR8AAk,007667-60/01-002,GLXMA,N,1.0
AAAxb2AAEAAADR8AAl,007667-61/01-002,GLXMA,N,1.0
AAAxb2AAEAAADR8AAm,007667-60/01-003,GLXMA,N,1.0
AAAxb2AAEAAADR8AAn,007667-61/01-003,GLXMA,N,1.0
AAAxb2AAEAAADR8AAo,007667-60/01-004,GLXMA,N,1.0
AAAxb2AAEAAADR8AAp,007667-61/01-004,GLXMA,N,1.0
AAAxb2AAEAAADR8AAq,007667-60/01-005,PIBSA,N,1.0
AAAxb2AAEAAADR8AAr,007667-61/01-005,PIBSA,N,1.0
AAAxb2AAEAAADR8AAs,007667-60/01-006,PIBSA,N,1.0
AAAxb2AAEAAADR8AAt,007667-61/01-006,PIBSA,N,1.0
AAAxb2AAEAAADR8AAu,007667-60/01-007,VICFM,N,1.0
AAAxb2AAEAAADR8AAv,007667-61/01-007,VICFM,N,1.0
AAAxb2AAEAAADR8AAw,007667-60/01-008,VICFM,N,1.0
AAAxb2AAEAAADR8AAx,007667-61/01-008,VICFM,N,1.0
AAAxb2AAEAAADR8AAy,00A197-60/00-001,ZEAMX,N,1.0
AAAxb2AAEAAADR8AAz,00A197-61/00-001,ZEAMX,N,1.0
AAAxb2AAEAAADR8AA0,00A197-62/00-001,ZEAMX,N,1.0
AAAxb2AAEAAADR8AA1,008748-60/00-001,TRZSS,N,1.0
AAAxb2AAEAAADR8AA2,008748-60/00-002,TRZSS,N,1.0
AAAxb2AAEAAADR8AA3,008748-60/00-004,TRZSS,N,1.0
AAAxb2AAEAAADR8AA4,008748-60/00-005,HORVX,N,1.0
AAAxb2AAEAAADR8AA5,008748-60/00-007,HORVX,N,1.0
AAAxb2AAEAAADR8AA6,008748-60/00-008,HORVX,N,1.0
AAAxb2AAEAAADR8AA7,008748-60/00-009,HORVX,N,1.0
AAAxb2AAEAAADR8AA8,008748-60/00-010,HORVX,N,1.0
AAAxb2AAEAAADR8AA9,008748-60/00-011,SECCE,N,1.0
AAAxb2AAEAAADR8AA+,008748-60/00-012,SECCE,N,1.0
AAAxb2AAEAAADR8AA/,008748-60/00-013,SECCE,N,1.0
AAAxb2AAEAAADR8ABA,008748-60/00-015,TTLSS,N,1.0
AAAxb2AAEAAADR8ABB,008748-60/00-016,TTLSS,N,1.0
AAAxb2AAEAAADR8ABC,008748-60/00-017,TTLSS,N,1.0
AAAxb2AAEAAADR8ABD,008748-60/00-019,AVESS,N,1.0
AAAxb2AAEAAADR8ABE,006300-60/00-001,CUMSA,N,2.0
AAAxb2AAEAAADR8ABF,006300-61/00-001,CUMSA,N,2.0
AAAxb2AAEAAADR8ABG,006300-60/00-001,CUUPG,N,1.0
AAAxb2AAEAAADR8ABH,006300-61/00-001,CUUPG,N,1.0
AAAxb2AAEAAADR8ABI,006300-60/00-002,CUMSA,N,1.0
AAAxb2AAEAAADR8ABJ,006300-61/00-002,CUMSA,N,1.0
AAAxb2AAEAAADR8ABK,006300-60/00-003,CUUPG,N,1.0
AAAxb2AAEAAADR8ABL,006300-61/00-003,CUUPG,N,1.0
AAAxb2AAEAAADR8ABM,006300-60/00-004,MABSD,N,
AAAxb2AAEAAADR8ABN,006300-61/00-004,MABSD,N,
AAAxb2AAEAAADR8ABO,006300-60/00-004,PYUCO,N,2.0
AAAxb2AAEAAADR8ABP,006300-61/00-004,PYUCO,N,2.0
AAAxb2AAEAAADR8ABQ,006300-60/00-005,MABSD,N,2.0
AAAxb2AAEAAADR8ABR,006300-61/00-005,MABSD,N,2.0
AAAxb2AAEAAADR8ABS,006300-60/00-005,PYUCO,N,1.0
AAAxb2AAEAAADR8ABT,006300-61/00-005,PYUCO,N,1.0
AAAxb2AAEAAADR8ABU,006300-60/00-006,PYUCO,N,1.0
AAAxb2AAEAAADR8ABV,006300-61/00-006,PYUCO,N,1.0
AAAxb2AAEAAADR8ABW,006300-60/00-007,PRNPS,N,
AAAxb2AAEAAADR8ABX,006300-61/00-007,PRNPS,N,
AAAxb2AAEAAADR8ABY,006300-60/00-007,PRNAR,N,1.0
AAAxb2AAEAAADR8ABZ,006300-61/00-007,PRNAR,N,1.0
AAAxb2AAEAAADR8ABa,006300-60/00-007,PRNPN,N,3.0
AAAxb2AAEAAADR8ABb,006300-61/00-007,PRNPN,N,3.0
AAAxb2AAEAAADR8ABc,006300-60/00-009,PRNDO,N,1.0
AAAxb2AAEAAADR8ABd,006300-61/00-009,PRNDO,N,1.0
AAAxb2AAEAAADR8ABe,006300-60/00-010,PRNAV,N,2.0
AAAxb2AAEAAADR8ABf,006300-61/00-010,PRNAV,N,2.0
AAAxb2AAEAAADR8ABg,028972-60/00-001,VITVI,N,1.0
AAAxb2AAEAAADR8ABh,028972-60/00-002,MABSD,N,1.0
AAAxb2AAEAAADR8ABi,028972-60/00-002,PYUCO,N,2.0
AAAxb2AAEAAADR8ABj,028972-60/00-002,CYDOB,N,3.0
AAAxb2AAEAAADR8ABk,028972-60/00-003,PRNPS,N,1.0
AAAxb2AAEAAADQ6ABE,027517-60/00-008,NNNOO,N,1.0
AAAxb2AAEAAADQ6ABF,027517-61/00-008,NNNOO,N,1.0
AAAxb2AAEAAACXuAAV,024436-75/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAW,024436-76/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAX,024436-77/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAY,024436-78/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAZ,024436-79/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAa,024436-80/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAb,024436-81/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAc,024436-82/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAd,024436-83/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAe,024436-84/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAf,024436-85/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAg,024436-86/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAh,024436-87/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAi,024436-88/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAj,024436-89/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAk,024436-90/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAl,024436-91/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAm,024436-92/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAn,024436-93/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAo,024436-94/00-038,LYPES,N,7.0
AAAxb2AAEAAACXuAAp,024436-63/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAAq,024436-64/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAAr,024436-65/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAAs,024436-66/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAAt,024436-67/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAAu,024436-68/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAAv,024436-69/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAAw,024436-70/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAAx,024436-74/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAAy,024436-75/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAAz,024436-76/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAA0,024436-77/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAA1,024436-78/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAA2,024436-79/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAA3,024436-80/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAA4,024436-81/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAA5,024436-82/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAA6,024436-83/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAA7,024436-84/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAA8,024436-85/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAA9,024436-86/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAA+,024436-87/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuAA/,024436-88/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuABA,024436-89/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuABB,024436-90/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuABC,024436-91/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuABD,024436-92/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuABE,024436-93/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuABF,024436-94/00-038,SOLME,N,4.0
AAAxb2AAEAAACXuABG,024436-63/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABH,024436-64/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABI,024436-65/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABJ,024436-66/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABK,024436-67/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABL,024436-68/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABM,024436-69/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABN,024436-70/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABO,024436-74/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABP,024436-75/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABQ,024436-76/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABR,024436-77/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABS,024436-78/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABT,024436-79/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABU,024436-80/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABV,024436-81/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABW,024436-82/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABX,024436-83/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABY,024436-84/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABZ,024436-85/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABa,024436-86/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABb,024436-87/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABc,024436-88/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABd,024436-89/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABe,024436-90/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABf,024436-91/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABg,024436-92/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABh,024436-93/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABi,024436-94/00-038,CUUMX,N,8.0
AAAxb2AAEAAACXuABj,024436-63/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuABk,024436-64/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuABl,024436-65/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuABm,024436-66/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuABn,024436-67/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuABo,024436-68/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuABp,024436-69/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuABq,024436-70/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuABr,024436-74/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuABs,024436-75/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuABt,024436-76/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuABu,024436-77/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuABv,024436-78/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuABw,024436-79/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuABx,024436-80/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuABy,024436-81/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuABz,024436-82/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuAB0,024436-83/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuAB1,024436-84/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuAB2,024436-85/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuAB3,024436-86/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuAB4,024436-87/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuAB5,024436-88/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuAB6,024436-89/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuAB7,024436-90/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuAB8,024436-91/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuAB9,024436-92/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuAB+,024436-93/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuAB/,024436-94/00-038,CUUMO,N,5.0
AAAxb2AAEAAACXuACA,024436-63/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACB,024436-64/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACC,024436-65/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACD,024436-66/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACE,024436-67/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACF,024436-68/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACG,024436-69/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACH,024436-70/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACI,024436-74/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACJ,024436-75/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACK,024436-76/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACL,024436-77/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACM,024436-78/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACN,024436-79/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACO,024436-80/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACP,024436-81/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACQ,024436-82/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACR,024436-83/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACS,024436-84/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACT,024436-85/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACU,024436-86/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACV,024436-87/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACW,024436-88/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACX,024436-89/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACY,024436-90/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACZ,024436-91/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACa,024436-92/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACb,024436-93/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACc,024436-94/00-038,CUUPE,N,6.0
AAAxb2AAEAAACXuACd,024436-63/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACe,024436-64/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACf,024436-65/00-038,LGNSI,N,1.0
AAAxb2AAEAAADR+ACV,060122-78/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACW,060122-79/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACX,060122-80/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACY,060122-81/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACZ,060122-82/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACa,060122-83/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACb,060122-84/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACc,060122-85/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACd,060122-86/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACe,060122-87/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACf,060122-88/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACg,060122-89/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACh,060122-90/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACi,060122-91/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACj,060122-92/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACk,060122-93/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACl,060122-94/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACm,060122-95/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACn,060122-96/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACo,060122-97/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACp,060122-98/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACq,060122-99/00-002,NNNZW,N,1.0
AAAxb2AAEAAADR+ACr,00A311-60/00-001,ZEAMX,N,1.0
AAAxb2AAEAAADR+ACs,044267-60/00-001,NNNWN,N,1.0
